taxon_oid	Domain	Status	Study Name	Genome	Sequencing Center	IMG Genome ID 	Phylum	Class	Order	Family	Genus	Species	Genome Size   * assembled	Gene Count   * assembled	
2554235461	Archaea	Finished	Genome Sequence of Aeropyrum camini	Aeropyrum camini SY1, JCM 12091	Kyoto University	2554235461	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Aeropyrum	Aeropyrum camini	1595994	1695	
2519103186	Archaea	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project	Methanothermococcus thermolithotrophicus DSM 2095	DOE Joint Genome Institute (JGI)	2519103186	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanothermococcus	Methanothermococcus thermolithotrophicus	1686930	1750	
2502957026	Archaea	Permanent Draft	BED_Sanger_Thaum	Thaumarchaeota archaeon BS1	J. Craig Venter Institute (JCVI)	2502957026	Thaumarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified	1532059	1134	
646564548	Archaea	Finished	CSP_787660, Methanoarchaea	Methanocaldococcus sp. FS406-22	DOE Joint Genome Institute (JGI)	646564548	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus	Methanocaldococcus sp. FS406-22	1773136	1893	
2522125074	Archaea	Finished	Archaeoglobus sulfaticallidus PM70-1, DSM 19444	Archaeoglobus sulfaticallidus PM70-1, DSM 19444 (Asulf_version1)	University of Bergen	2522125074	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus	Archaeoglobus sulfaticallidus	2076931	2300	
2514885039	Archaea	Permanent Draft	Sulfolobales HSU1	Sulfolobales sp. HSU1	Axeq Technologies	2514885039	Crenarchaeota	Thermoprotei	Sulfolobales	unclassified	unclassified	unclassified	2778274	10807	
644736385	Archaea	Finished	CSP_787660, Methanoarchaea	Methanocaldococcus fervens AG86	DOE Joint Genome Institute (JGI)	644736385	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus	Methanocaldococcus fervens	1507251	1663	
2548876771	Archaea	Permanent Draft	Study the patterns of natural variation and gene flow, as well as virus-host coevolution in thermophilic Archaea	Sulfolobus islandicus M.16.13	University of Illinois	2548876771	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus islandicus	2635815	3035	
2506520039	Archaea	Permanent Draft	CSP_787660, Methanoarchaea	Methanotorris formicicus Mc-S-70	DOE Joint Genome Institute (JGI)	2506520039	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanotorris	Methanotorris formicicus	1945078	2121	
648028039	Archaea	Finished	Comparative genomics of the Archaea	Methanohalobium evestigatum Z-7303, DSM 3721	DOE Joint Genome Institute (JGI)	648028039	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanohalobium	Methanohalobium evestigatum	2406232	2437	
2579779151	Archaea	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project	Picrophilus oshimae DSM 9789	DOE Joint Genome Institute (JGI)	2579779151	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Picrophilaceae	Picrophilus	Picrophilus oshimae	1534155	1623	
2511231053	Archaea	Finished	Thermococcus sp. AM4	Thermococcus sp. AM4	J. Craig Venter Institute (JCVI)	2511231053	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus	Thermococcus sp. AM4	2086428	2279	
2588253768	Archaea	Finished	Archaeoglobus fulgidus DSM 8774 Genome sequencing	Archaeoglobus fulgidus DSM 8774	University Bergen, Leibniz Institute	2588253768	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus	Archaeoglobus fulgidus	2316287	2614	
646311944	Archaea	Finished	CSP_787660, Methanoarchaea	Methanocaldococcus vulcanius M7, DSM 12094	DOE Joint Genome Institute (JGI)	646311944	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus	Methanocaldococcus vulcanius	1761737	1808	
639633038	Archaea	Finished	Methanosaeta thermophila	Methanosaeta thermophila PT	DOE Joint Genome Institute (JGI)	639633038	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosaetaceae	Methanosaeta	Methanosaeta thermophila	1879471	1785	
2504643023	Archaea	Permanent Draft	Subsurface geothermal stream microbial mat communities from Hishikari gold mine, Kagoshima Prefecture, Japan	Candidatus Caldiarchaeum subterraneum (unscreened)	Takara Bio Inc	2504643023	Thaumarchaeota	unclassified	unclassified	unclassified	Candidatus Caldiarchaeum	Candidatus Caldiarchaeum subterraneum	1680938	1790	
648028041	Archaea	Finished	Methanothermobacter marburgensis Marburg DSM 2133	Methanothermobacter marburgensis Marburg DSM 2133	University of Gottingen	648028041	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanothermobacter	Methanothermobacter marburgensis	1639135	1806	
2548876770	Archaea	Permanent Draft	Study the patterns of natural variation and gene flow, as well as virus-host coevolution in thermophilic Archaea	Sulfolobus islandicus M.16.12	University of Illinois	2548876770	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus islandicus	2680814	3135	
2548876773	Archaea	Permanent Draft	Study the patterns of natural variation and gene flow, as well as virus-host coevolution in thermophilic Archaea	Sulfolobus islandicus M.16.30	University of Illinois	2548876773	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus islandicus	2608312	2991	
638154510	Archaea	Finished	Methanothermobacter thermautotrophicus Delta H	Methanothermobacter thermautotrophicus Delta H	Genome Therapeutics	638154510	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanothermobacter	Methanothermobacter thermautotrophicus	1751377	1893	
2511231093	Archaea	Finished	Thermoproteus tenax Kra1	Thermoproteus tenax Kra1	Epidauros Biotechnologie AG	2511231093	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Thermoproteus	Thermoproteus tenax	1841542	2100	
646564547	Archaea	Finished	CSP_787660, Methanoarchaea	Methanocaldococcus infernus ME	DOE Joint Genome Institute (JGI)	646564547	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus	Methanocaldococcus infernus	1328194	1513	
2556793003	Archaea	Finished	Sulfolobus acidocaldarius SUSAZ	Sulfolobus acidocaldarius SUSAZ	Macrogen	2556793003	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus acidocaldarius	2061920	2228	
650716051	Archaea	Finished	Metallosphaera cuprina Ar-4	Metallosphaera cuprina Ar-4	Chinese Academy of Sciences	650716051	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Metallosphaera	Metallosphaera cuprina	1840348	2077	
650716098	Archaea	Finished	Thermoproteus uzoniensis 768-20	Thermoproteus uzoniensis 768-20	Russian Academy of Science, Centre Bioengineering	650716098	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Thermoproteus	Thermoproteus uzoniensis	1936063	2224	
641522631	Archaea	Finished	Halobacterium salinarum R1, DSM 671	Halobacterium salinarum R1, DSM 671	Max Planck Institute	641522631	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halobacterium	Halobacterium salinarum	2668776	2801	
646564501	Archaea	Finished	CSP_300154_796307	Aciduliprofundum boonei T469	DOE Joint Genome Institute (JGI)	646564501	Euryarchaeota	unclassified	unclassified	unclassified	Aciduliprofundum	Aciduliprofundum boonei	1486778	1587	
650716001	Archaea	Finished	Acidianus hospitalis W1	Acidianus hospitalis W1	University of Copenhagen	650716001	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Acidianus	Acidianus hospitalis	2137654	2404	
638154517	Archaea	Finished	Sulfolobus acidocaldarius 98-3, DSM 639	Sulfolobus acidocaldarius 98-3, DSM 639	Epidauros Biotechnologie AG	638154517	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus acidocaldarius	2225959	2343	
643692047	Archaea	Finished	LGT in Sulfolobus islandicus	Sulfolobus islandicus M.16.4	DOE Joint Genome Institute (JGI)	643692047	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus islandicus	2586647	2869	
2513237177	Archaea	Finished	Fervidicoccus fontis Kam940	Fervidicoccus fontis Kam940	Russian Academy of Science, Centre Bioengineering	2513237177	Crenarchaeota	Thermoprotei	Fervidicoccales	Fervidicoccaceae	Fervidicoccus	Fervidicoccus fontis	1319206	1439	
2636415612	Archaea	Finished	Methanogenic archaea and the global carbon cycle UIUC	Methanosarcina thermophila TM-1	University of Illinois, Urbana-Champaign	2636415612	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina thermophila	3127379	2773	
638154521	Archaea	Finished	Thermoplasma acidophilum DSM 1728	Thermoplasma acidophilum DSM 1728	Eurofins Medigenomix GmbH, Max Planck Institute	638154521	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Thermoplasmataceae	Thermoplasma	Thermoplasma acidophilum	1564906	1580	
2565956510	Archaea	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project	Methermicoccus shengliensis DSM 18856	DOE Joint Genome Institute (JGI)	2565956510	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methermicoccaceae	Methermicoccus	Methermicoccus shengliensis	1513583	1666	
2634166298	Archaea	Permanent Draft	Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera	Methanoculleus thermophilus DSM 2373	DOE Joint Genome Institute (JGI)	2634166298	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanoculleus	Methanoculleus thermophilus	2217720	2320	
2562617191	Archaea	Permanent Draft	Halorhabdus tiamatea SARL4B	Halorhabdus tiamatea SARL4B	King Abdullah University of Science and Technology	2562617191	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Halorhabdus	Halorhabdus tiamatea	3146564	3329	
2528311132	Archaea	Permanent Draft	Archaeoglobus fulgidus DSM 8774	Archaeoglobus fulgidus 7324	GATC-Biotech AG, Konstanz, Germany, Seqlab, Sequence Laboratories Gottingen	2528311132	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus	Archaeoglobus fulgidus	2316287	2615	
2508501049	Archaea	Permanent Draft	Whole genome Shotgun Sequencing of a Yellowstone Metagenome Project: Biological Metagenomics and Bio-inspired Energy	Metallosphaera yellowstonensis MK1	DOE Joint Genome Institute (JGI), SymBio Corporation	2508501049	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Metallosphaera	Metallosphaera yellowstonensis	2817452	3411	
2548876774	Archaea	Permanent Draft	Study the patterns of natural variation and gene flow, as well as virus-host coevolution in thermophilic Archaea	Sulfolobus islandicus M.16.46	University of Illinois	2548876774	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus islandicus	2694762	3143	
2512564055	Archaea	Finished	Methanocella conradii HZ254	Methanocella conradii HZ254	China Agricultural University	2512564055	Euryarchaeota	Methanomicrobia	Methanocellales	Methanocellaceae	Methanocella	Methanocella conradii	2378438	2512	
2558860349	Bacteria	Permanent Draft	Clostridium ultunense DSM 10521	Clostridium ultunense DSM 10521	Chinese National Human Genome Center at Shanghai, Chinese Academy of Sciences, SIBS	2558860349	Firmicutes	Tissierellia	unclassified	unclassified	unclassified	[Clostridium] ultunense	3216692	3202	
2546826730	Bacteria	Permanent Draft	Continuation of the Genomic Encyclopedia of Bacteria and Archaea pilot project (GEBA)	Thermacetogenium phaeum DSM 12270	DOE Joint Genome Institute (JGI)	2546826730	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermacetogenium	Thermacetogenium phaeum	2923131	2944	
2506520015	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Sulfobacillus acidophilus NAL, DSM 10332	DOE Joint Genome Institute (JGI)	2506520015	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XVII. Incertae Sedis	Sulfobacillus	Sulfobacillus acidophilus	3557831	3695	
2630968796	Bacteria	Permanent Draft	Geobacillus sp. T6 Genome sequencing	Geobacillus sp. T6	National Agricultural Technology Institute (INTA)	2630968796	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	Geobacillus sp. T6	3661358	3926	
2515154050	Bacteria	Permanent Draft	Anaerophaga thermohalophila str. Valhall	Anaerophaga thermohalophila Valhall	University of Bergen	2515154050	Bacteroidetes	Bacteroidia	Marinilabiliales	Marinilabiliaceae	Anaerophaga	Anaerophaga thermohalophila	4543205	3829	
2505119043	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Thermovirga lienii Cas60314, DSM 17291	DOE Joint Genome Institute (JGI)	2505119043	Synergistetes	Synergistia	Synergistales	Synergistaceae	Thermovirga	Thermovirga lienii	1999646	1973	
2523533595	Bacteria	Permanent Draft	Continuation of the Genomic Encyclopedia of Bacteria and Archaea pilot project (GEBA)	Thermonema rossianum DSM 10300	DOE Joint Genome Institute (JGI)	2523533595	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Thermonema	rossianum	2956866	2654	
641522655	Bacteria	Finished	Metal-Reducing Microorganisms	Thermoanaerobacter pseudethanolicus 39E, ATCC 33223	DOE Joint Genome Institute (JGI)	641522655	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermoanaerobacter	Thermoanaerobacter pseudethanolicus	2362816	2363	
2509276042	Bacteria	Permanent Draft	Geobacillus thermoglucosidans YU	Parageobacillus thermoglucosidans YU	GATC-Biotech AG, Konstanz, Germany	2509276042	Firmicutes	Bacilli	Bacillales	Bacillaceae	Parageobacillus	Parageobacillus thermoglucosidans	3755071	3923	
640427106	Bacteria	Finished	Caldicellulosiruptor saccharolyticus	Caldicellulosiruptor saccharolyticus DSM 8903	DOE Joint Genome Institute (JGI)	640427106	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis	Caldicellulosiruptor	Caldicellulosiruptor saccharolyticus	2970275	2834	
2593339207	Bacteria	Finished	Geoalkalibacter subterraneus Red1, DSM 23483	Geoalkalibacter subterraneus Red1 (complete genome)	Mayo Clinic, University of Minnesota	2593339207	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geoalkalibacter	Geoalkalibacter subterraneus	3717645	3627	
2627854187	Bacteria	Permanent Draft	Anoxybacillus flavithermus subsp. yunnanensis, strain E13	Anoxybacillus flavithermus yunnanensis E13	Beijing Genomics Institute (BGI)	2627854187	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anoxybacillus	Anoxybacillus flavithermus	2769341	3162	
2582580732	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project	Desulfitobacterium chlororespirans DSM 11544	DOE Joint Genome Institute (JGI)	2582580732	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfitobacterium	Desulfitobacterium chlororespirans	5606984	5379	
2263196004	Bacteria	Draft	Thermomicrobium sp. HL1	Thermomicrobium sp. HL1 (Draft 1)	San Francisco State University	2263196004	Chloroflexi	Thermomicrobia	Thermomicrobiales	Thermomicrobiaceae	Thermomicrobium	unclassified	2865328	2995	
2524023160	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project	Desulfovirgula thermocuniculi DSM 16036	DOE Joint Genome Institute (JGI)	2524023160	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Desulfovirgula	Desulfovirgula thermocuniculi	3062415	3355	
2512047082	Bacteria	Permanent Draft	Chlorogloeopsis fritschii PCC 6912	Chlorogloeopsis fritschii PCC 6912 (243_Cg)	University of Edinburgh	2512047082	Cyanobacteria	unclassified	Nostocales	Chlorogloeopsidaceae	Chlorogloeopsis	Chlorogloeopsis fritschii	7801630	6968	
2508501068	Bacteria	Permanent Draft	Continuation of the Genomic Encyclopedia of Bacteria and Archaea pilot project (GEBA)	Thermanaerovibrio velox DSM 12556	DOE Joint Genome Institute (JGI)	2508501068	Synergistetes	Synergistia	Synergistales	Synergistaceae	Thermanaerovibrio	Thermanaerovibrio velox	1880838	1810	
649633047	Bacteria	Finished	Bath Hot Springs Thermophage	Geobacillus sp. Y4.1MC1	DOE Joint Genome Institute (JGI)	649633047	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	Geobacillus sp. Y4.1MC1	3911947	4031	
647533123	Bacteria	Permanent Draft	Carboxydibrachium pacificum JM, DSM 12653	Caldanaerobacter subterraneus pacificus JM, DSM 12653	J. Craig Venter Institute (JCVI)	647533123	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Caldanaerobacter	Caldanaerobacter subterraneus	2344404	1741	
650716010	Bacteria	Finished	Bacillus coagulans 2-6	Bacillus coagulans 2-6	Shanghai Jiao Tong University	650716010	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus coagulans	3073079	3052	
646564511	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Kyrpidia tusciae T2, DSM 2912	DOE Joint Genome Institute (JGI)	646564511	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Kyrpidia	Kyrpidia tusciae	3384766	3401	
2558860995	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project	Sulfurihydrogenibium subterraneum DSM 15120	DOE Joint Genome Institute (JGI)	2558860995	Aquificae	Aquificae	Aquificales	Hydrogenothermaceae	Sulfurihydrogenibium	Sulfurihydrogenibium subterraneum	1610181	1732	
2540341180	Bacteria	Permanent Draft	Subsurface geothermal stream microbial mat communities from Hishikari gold mine, Kagoshima Prefecture, Japan	Candidatus Acetothermum autotrophicum (unscreened)	Japan Agency for Marine-Earth Science and Technology	2540341180	Acetothermia	unclassified	unclassified	unclassified	Candidatus Acetothermum	autotrophicum	1970005	2027	
650377924	Bacteria	Finished	Clostridium thermocellum DSM 1313 Whole Genome Shotgun Sequencing	Ruminiclostridium thermocellum LQ8, DSM 1313	DOE Joint Genome Institute (JGI)	650377924	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium	Ruminiclostridium thermocellum	3561619	3102	
2645727641	Bacteria	Permanent Draft	Genome sequence of Pyrinomonas methylaliphatogenes, strain K22 - GNS Science	Pyrinomonas methylaliphatogenes K22	GNS Science	2645727641	Acidobacteria	Blastocatellia	unclassified	unclassified	Pyrinomonas	Pyrinomonas methylaliphatogenes	3787465	3231	
2565956519	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project	Desulfotomaculum alkaliphilum DSM 12257	DOE Joint Genome Institute (JGI)	2565956519	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfotomaculum	Desulfotomaculum alkaliphilum	2622239	2758	
637000319	Bacteria	Finished	Thermobifida fusca YX	Thermobifida fusca YX	DOE Joint Genome Institute (JGI)	637000319	Actinobacteria	Actinobacteria	Streptosporangiales	Nocardiopsaceae	Thermobifida	Thermobifida fusca	3642249	3195	
2510917010	Bacteria	Finished	Sulfobacillus acidophilus TPY	Sulfobacillus acidophilus TPY	Beijing Genomics Institute (BGI)	2510917010	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XVII. Incertae Sedis	Sulfobacillus	Sulfobacillus acidophilus	3551206	3837	
645058708	Bacteria	Permanent Draft	Sulfurihydrogenibium yellowstonense SS-5	Sulfurihydrogenibium yellowstonense SS-5	J. Craig Venter Institute (JCVI)	645058708	Aquificae	Aquificae	Aquificales	Hydrogenothermaceae	Sulfurihydrogenibium	Sulfurihydrogenibium yellowstonense	1534471	1713	
637000323	Bacteria	Finished	Thermus thermophilus HB8	Thermus thermophilus HB8		637000323	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Thermus	Thermus thermophilus	2116056	2302	
2523533616	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project	Fictibacillus gelatini DSM 15865	DOE Joint Genome Institute (JGI)	2523533616	Firmicutes	Bacilli	Bacillales	Bacillaceae	Fictibacillus	Fictibacillus gelatini	4173218	4434	
646564525	Bacteria	Finished	Deferribacter desulfuricans SSM1, DSM 14783	Deferribacter desulfuricans SSM1	National Institute of Technology and Evaluation	646564525	Deferribacteres	Deferribacteres	Deferribacterales	Deferribacteraceae	Deferribacter	Deferribacter desulfuricans	2542933	2425	
641228485	Bacteria	Finished	Chloroflexus aurantiacus J-10-fl	Chloroflexus aurantiacus J-10-fl	DOE Joint Genome Institute (JGI)	641228485	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Chloroflexus	Chloroflexus aurantiacus	5258541	3914	
2700988698	Bacteria	Permanent Draft	Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera	Clostridium caenicola DSM 19027	DOE Joint Genome Institute (JGI)	2700988698	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium	[Clostridium] caenicola	2890486	2673	
642979336	Bacteria	Permanent Draft	Obsidian Hot Spring Microbial Community Genomics	Alicyclobacillus acidocaldarius LAA1	DOE Joint Genome Institute (JGI)	642979336	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Alicyclobacillus	Alicyclobacillus acidocaldarius	2943284	3100	
637000303	Bacteria	Finished	Streptococcus thermophilus LMG 18311	Streptococcus thermophilus LMG 18311	Integrated Genomics	637000303	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus thermophilus	1796846	1994	
644736322	Bacteria	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Acidimicrobium ferrooxidans ICP, DSM 10331	DOE Joint Genome Institute (JGI)	644736322	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Acidimicrobium	Acidimicrobium ferrooxidans	2158157	2092	
2562617198	Bacteria	Permanent Draft	Sequencing the genomes of two abundant thermophiles in Great Basin hot springs: Thermocrinis jamiesonii and novel Chloroflexi Thermoflexus hugenholtzii	Thermocrinis jamiesonii GBS1	DOE Joint Genome Institute (JGI)	2562617198	Aquificae	Aquificae	Aquificales	Aquificaceae	Thermocrinis	Thermocrinis sp. GBS	1315625	1463	
643692029	Bacteria	Finished	Nautilia profundicola Am-H	Nautilia profundicola Am-H	J. Craig Venter Institute (JCVI)	643692029	Proteobacteria	Epsilonproteobacteria	Nautiliales	Nautiliaceae	Nautilia	Nautilia profundicola	1676444	1788	
642555138	Bacteria	Finished	Methylacidiphilum infernorum V4	Methylacidiphilum infernorum V4	University of Hawaii	642555138	Verrucomicrobia	Methylacidiphilae	Methylacidiphilales	Methylacidiphilaceae	Methylacidiphilum	Methylacidiphilum infernorum	2287145	2521	
