Domain	Status	Genome	Gene Count	
A	D	Euryarchaeota archaeon RBG_16_68_12	1	
A	P	unclassified Euryarchaeota Bin 17	1	
A	F	Methanosphaerula palustris E1-9c, DSM 19958	1	
A	D	Metallosphaera yellowstonensis r06 (BED)	1	
A	F	Geoglobus acetivorans SBH6	1	
A	P	Desulfurococcales archaeon	1	
A	P	Thaumarchaeota archaeon SCGC AB-663-N18 (contamination screened)	1	
A	F	Thermoplasma acidophilum DSM 1728	1	
A	P	Candidatus Caldiarchaeum subterraneum (unscreened)	2	
A	F	Vulcanisaeta moutnovskia 768-28	1	
A	F	Methanosarcina barkeri 227	1	
A	F	Palaeococcus pacificus DY20341	2	
A	P	Desulfurococcales archaeon	1	
A	P	Methanosarcina mazei 3.F.A.1A.1	1	
A	D	Thermoproteales-Type-1-TT1-r03 (from CIS_19)	1	
A	D	Aeropyrum sp. JZ bin_13	2	
A	P	Unclassified archaeon V1	3	
A	D	Unclassfied Crenarchaeota  GMQ bin_12	3	
A	D	Sulfolobales-Type-2-ST2-r02 (from CIS_19)	2	
A	P	Methanosarcina mazei 1.H.A.2.7	1	
A	F	Methanoregula formicica SMSP, DSM 22288	1	
A	F	Pyrobaculum neutrophilum V24Sta	1	
A	D	Unclassified Aigarchaeota JZ bin_19	2	
A	P	Methanoregulaceae archaeon JGI M3C4D3-001-G22 (unscreened)	1	
A	P	Crenarchaeota group-15 archaeon DG-45	1	
A	F	Pyrococcus furiosus DSM 3638	1	
A	P	Thermofilum sp.	1	
A	F	Methanosarcina barkeri 3	1	
A	D	Unclassfied Crenarchaeota JZ bin_53	2	
A	P	Acidiplasma aeolicum VT	1	
A	F	Sulfolobus islandicus Y.N.15.51	1	
A	D	Candidatus Nitrosocosmicus exaquare G61	3	
A	P	Halococcus hamelinensis 100A6	1	
A	F	Desulfurococcus mucosus 07/1, DSM 2162	3	
A	F	Pyrobaculum islandicum DSM 4184	1	
A	P	Crenarchaeota group-6 archaeon AD8-1	1	
A	F	Thermococcus paralvinellae ES1	2	
A	F	Candidatus Nitrososphaera evergladensis SR1	2	
A	F	Staphylothermus marinus F1, DSM 3639	2	
A	P	unclassified Metallosphaera archaeon	2	
A	P	Vulcanisaeta distributa JCM 11216	1	
A	P	Aigarchaeota archaeon JGI MDM2 JNZ-1-K18 (contamination screened)	1	
A	F	Sulfolobus islandicus L.D.8.5	1	
A	P	Sulfolobus acidocaldarius NG05B_C06_11	1	
A	F	Caldisphaera lagunensis DSM 15908	1	
A	P	Thaumarchaeota archaeon SCGC AC-312_E07 - v2 (contamination screened)	1	
A	F	Methanoculleus bourgensis MS2	3	
A	P	Sulfolobales sp. HSU1	2	
A	D	Methanobrevibacter sp. 87.7 (Genome asembly of Methonobrevibacter sp. 87.7)	1	
A	F	Methanosarcina sp. 795 OTU795	1	
A	F	Natrinema pellirubrum 157	1	
A	P	Thaumarchaeota archaeon SCGC AB-663-O07 (contamination screened)	1	
A	P	Methanosarcina mazei 1.H.T.2.1	1	
A	P	unclassified Crenarchaeota archaeon JGI MDM2 LHC4sed-1-G16 (contamination screened)	2	
A	P	Haladaptatus paucihalophilus DSM 18195	1	
A	F	Staphylothermus hellenicus P8, DSM 12710	1	
A	F	Archaeoglobus veneficus SNP6, DSM 11195	1	
A	P	Aigarchaeota archaeon SCGC AAA471-G05 (contamination screened) (GBS-N_001_14)	1	
A	P	Halococcus thailandensis JCM 13552	2	
A	P	Sulfolobus acidocaldarius NG05B_C06_07	1	
A	P	Methanosarcina mazei YBB.H.M.1A.1	1	
A	P	Sulfolobus sp. JCM 16833	1	
A	F	Metallosphaera sedula ARS50-1	1	
A	P	Thaumarchaeota archaeon SCGC AC-312_F15 - v2 (unscreened)	1	
A	F	Sulfolobus islandicus HVE10/4	1	
A	P	Methanosarcina mazei 2.F.A.2.4	1	
A	P	Marine archaeal group 1 JGI GoM_1470m_185_E01 (contamination screened)	1	
A	D	Nitrosopumilus sp. PRT005b (unscreened)	1	
A	P	Thaumarchaeota archaeon SCGC AC-312_E07 - v2 (unscreened)	1	
A	D	Euryarchaeota archaeon RBG_13_57_23	1	
A	F	Methanosarcina lacustris Z-7289	1	
A	D	Micrarchaeota archaeon_FK.AMD.2014.bin.90	1	
A	F	Thaumarchaeota archaeon SAT1	1	
A	P	Thermoplasmata archaea JGI 04_M4 (unscreened)	1	
A	F	Thermoproteus tenax Kra1	1	
A	P	Methanosarcina mazei YBB.F.A.2.3	1	
A	P	Vulcanisaeta sp. JCM 14467	1	
A	F	Methanospirillum hungatei JF-1	1	
A	F	Thaumarchaeota archaeon MY3 null replaces 73019	2	
A	P	Sulfolobus acidocaldarius NG05B_C06_04	1	
A	D	Micrarchaeota archaeon_FK.AMD.2014.bin.40	1	
A	F	Thermococcus eurythermalis A501	3	
A	P	Thaumarchaeota archaeon SCGC AC-312_E17 - v2 (unscreened)	1	
A	D	archaeon RBG_16_50_20	1	
A	P	Geoarchaeota archaeon OSPB-1 (8 best scaffolds)	1	
A	D	Sulfolobus sp. ZZQ bin_3_2nd	1	
A	F	Vulcanisaeta distributa DSM 14429	1	
A	F	Pyrobaculum aerophilum IM2	1	
A	P	Thermococcus sp. EP1	1	
A	F	Pyrobaculum ferrireducens 1860	1	
A	D	Unclassified Aigarchaeota GMQ bin_10	1	
A	P	Methanosarcina mazei YBB.F.A.2.7	1	
A	D	Unclassified euryarchaeota (Marine Group II) REDSEA-S37_B2N9	1	
A	F	Thermococcus barophilus CH5	2	
A	D	Candidatus Thalassoarchaea marina composite genome	1	
A	F	Methanolacinia petrolearia DSM 11571	2	
A	P	Aigarchaeota archaeon SCGC AAA471-F17 (contamination screened) (GBS-N_001_13)	1	
A	F	Methanosarcina thermophila TM-1	1	
A	P	Picrophilus oshimae DSM 9789	1	
A	P	Methanosarcina mazei 1.H.A.0.1	1	
A	P	Thaumarchaeota archaeon SCGC AC-337_M22v2 (unscreened)	1	
A	F	Sulfolobus acidocaldarius GG12-C01-09	1	
A	P	Methanosarcina mazei 3.F.A.2.5	1	
A	F	Aciduliprofundum boonei T469	2	
A	P	Sulfolobus acidocaldarius NG05B_CO5_01	1	
A	P	Desulfurococcus amylolyticus DSM 3822	2	
A	D	Parvarchaeota archaeon_FK.AMD.2010.bin.6	1	
A	D	Sulfolobales ST1-r02 (Crater Hills)	1	
A	P	Methanosarcina mazei 3.H.A.2.1	1	
A	P	Sulfolobales archaeon Acd1	1	
A	D	NAG2_mk4-r02 (from BED)	2	
A	F	Metallosphaera sedula DSM 5348	1	
A	F	Sulfolobus islandicus REY15A	1	
A	F	Sulfolobus islandicus M.16.4	1	
A	F	Methanosarcina horonobensis HB-1	1	
A	F	Metallosphaera sedula ARS50-2	1	
A	F	Methanosaeta concilii GP-6	1	
A	P	Vulcanisaeta distributa JCM 11217	1	
A	F	Thermococcus litoralis DSM 5473	1	
A	F	Sulfolobus solfataricus 98/2	1	
A	F	Ignisphaera aggregans AQ1.S1, DSM 17230	3	
A	D	Desulfurococcus sp. DRTY7 bin_22	2	
A	P	Thaumarchaeota archaeon SCGC AC-312_E06 - v2 (contamination screened)	1	
A	F	Thermoplasmatales archaeon BRNA1	1	
A	D	Thermoproteales-Type-1-TT1-r04 (from OSP_8)	1	
A	F	Pyrolobus fumarii 1A, DSM 11204	2	
A	P	Aeropyrum camini SY1, JCM 12091	1	
A	F	Archaeoglobus fulgidus VC-16, DSM 4304	1	
A	F	Pyrococcus chitonophagus DSM 10152	2	
A	D	Micrarchaeota archaeon_ARMAN-2	1	
A	F	Desulfurococcus kamchatkensis 1221n	2	
A	P	Desulfurococcus mobilis DSM 2161	3	
A	P	Sulfolobus islandicus M.16.12	1	
A	P	Thermogymnomonas acidicola JCM 13583	1	
A	F	Methanoculleus sp. MAB1	3	
A	P	Thermoproteales Type II	1	
A	F	Methanocella arvoryzae MRE50 (reannotation)	1	
A	D	Euryarchaeota archaeon RBG_19FT_COMBO_69_17	2	
A	P	Sulfolobus acidocaldarius NG05B_CO5_08	1	
A	F	Thermofilum carboxyditrophus 1505	2	
A	P	Haladaptatus paucihalophilus DX253	1	
A	P	Thermococcus thioreducens DSM 14981	1	
A	P	Methanosarcina mazei 1.H.A.2.3	1	
A	D	Unclassfied Crenarchaeota JZ bin_35	2	
A	F	Methanosaeta thermophila PT	1	
A	P	Desulfurococcales archaeon	1	
A	D	Thermoplasmatales-like-NAG3-r03 (from Dragon)	1	
A	P	Halarchaeum acidiphilum JCM 16109	2	
A	F	Methanosarcina vacuolata Z-761	1	
A	P	Unclassified archaeon V3	2	
A	P	Sulfolobus Type II	2	
A	P	Sulfolobus acidocaldarius GG12-C01-01	1	
A	F	Methanoculleus marisnigri JR1, DSM 1498	3	
A	F	Pyrococcus kukulkanii NCB100	2	
A	P	Thermococcus sp. PK	1	
A	D	Acidianus sp. DS-80	1	
A	P	Methanosarcina mazei 3.H.A.2.6	1	
A	D	Thermoproteales-Type-1-TT1-r02 (from JCHS_4)	2	
A	D	Nitrosopelagicus sp. REDSEA-S27_B13N2	1	
A	D	Acidilobus-DT1-r01 (from MG_3)	1	
A	D	Micrarchaeota archaeon_FK.AMD.2014.bin.115	1	
A	F	Sulfolobus solfataricus P2	1	
A	P	Candidatus Caldiarchaeum subterraneum (unscreened) (MDM ref genome pSL4 group)	2	
A	P	Methanosarcina mazei YBM.F.A.1B.3	1	
A	D	NAG2_ff85-r03 (from OSP_D)	1	
A	P	Methanotorris formicicus Mc-S-70	1	
A	F	Halolamina sediminis Hb3	2	
A	P	Thaumarchaeota archaeon SCGC AC-312_E06 - v2 (unscreened)	1	
A	F	Thermococcus sp. AM4	2	
A	P	Methanosarcina mazei 3.F.T.1A.1	1	
A	P	Vulcanisaeta distributa JCM 11213	1	
A	F	Metallosphaera sedula ARS120-2	1	
A	F	Methanolinea tarda NOBI-1	1	
A	F	Hyperthermus butylicus DSM 5456	1	
A	P	Methanosarcina mazei YBM.F.A.1B.4	1	
A	P	Marine archaeal group 1 JGI GoM_375m_188_F04 (contamination screened)	1	
A	D	Unclassfied Crenarchaeota JZ bin_55	1	
A	P	Marine Group I thaumarchaeote SCGC AAA799-O18 (unscreened)	1	
A	P	Methanosarcina soligelidi SMA-21	1	
A	F	Methanocaldococcus fervens AG86	1	
A	F	Fervidicoccus fontis Kam940	2	
A	P	Thaumarchaeota archaeon SCGC AC-337_C08v3 (unscreened)	1	
A	F	Methanosaeta harundinacea 6Ac	1	
A	F	Sulfolobus islandicus M.14.25	1	
A	D	Parvarchaeota archaeon_FK.AMD.2014.bin.17	1	
A	P	Euryarchaeota archaeon SCGC AC-312_P18 - v2 (unscreened)	1	
A	P	Methanosarcina mazei 1.H.A.1A.3	1	
A	P	Methanosarcina mazei 1.H.A.2.8	1	
A	P	Thaumarchaeota archaeon SCGC AC-312_M21v2 (unscreened)	1	
A	P	Vulcanisaeta souniana JCM 11219	1	
A	P	Methanosarcina mazei 1.H.M.2.4	1	
A	P	Methanosarcina mazei 1.H.T.2.3	1	
A	D	Euryarchaeota archaeon RBG_19FT_COMBO_56_21	1	
A	P	Methanolobus vulcani PL 12/M	1	
A	P	Methanosarcina mazei 1.H.A.1A.6	1	
A	D	Unclassified euryarchaeota (Marine Group II) REDSEA-S11_B3N4	1	
A	P	Thaumarchaeota archaeon SCGC AC-312_C19v2 (unscreened)	1	
A	P	Methanosarcina mazei 3.F.A.1B.1	1	
A	F	Methanocella paludicola SANAE (reannotation)	1	
A	F	Candidatus Nitrososphaera gargensis Ga9-2	1	
A	P	Sulfolobus acidocaldarius NG05B_C06_03	1	
A	F	Sulfolobus islandicus L.S.2.15	1	
A	D	Methanomassiliicoccales archaeon RumEn M1	1	
A	F	Pyrobaculum calidifontis JCM 11548	1	
A	P	Methanosarcina mazei 1.H.M.2.2	1	
A	D	Unclassified euryarchaeota (Marine Group II) REDSEA-S29_B8N9	1	
A	F	Candidatus Korarchaeum cryptofilum OPF8	1	
A	F	Methanobrevibacter millerae SM9	1	
A	D	Unclassified euryarchaeota (Marine Group II) REDSEA-S42_B7	1	
A	P	Sulfolobales archaeon AZ1	1	
A	P	Methanomassiliicoccus luminyensis B10	1	
A	F	Methanofollis liminatans GKZPZ, DSM 4140	3	
A	F	Picrophilus torridus DSM 9790	1	
A	D	Parvarchaeota archaeon_FK.AMD.2014.bin.57	1	
A	D	Unclassfied Crenarchaeota JZ bin_37	1	
A	D	Unclassfied Crenarchaeota  DRTY7 bin_25_26	1	
A	P	Methanosarcina mazei 3.F.A.2.6	1	
A	F	Archaeoglobus fulgidus DSM 8774	1	
A	P	Acidiplasma cupricumulans BH2	1	
A	F	Methanosarcina mazei C16	1	
A	P	Methanosarcina mazei 1.H.M.2.1	1	
A	P	Marine Group I crenarchaeon SCGC AB-629-I23 - v2 (unscreened)	1	
A	P	Thermoproteaceae Type II	1	
A	F	Nitrososphaera viennensis EN76	2	
A	F	Methanocaldococcus infernus ME	1	
A	D	Geoarchaeota NAG1 GT1 r03 (OSP_C)	1	
A	F	uncultured marine group II euryarchaeote null replaces 9421	1	
A	P	Methanosarcina mazei 1.H.A.2.6	1	
A	F	Candidatus Methanomethylophilus alvus Mx1201	1	
A	P	Methanosarcina mazei 3.H.A.1A.1	1	
A	F	Methanomethylovorans hollandica DSM 15978	1	
A	D	Unclassfied Crenarchaeota JZZ bin_31	2	
A	P	Halarchaeum acidiphilum MH1-52-1	1	
A	F	Thermococcus cleftensis CL1	2	
A	D	Unclassfied Crenarchaeota ZZQ bin_1	1	
A	P	Metallosphaera hakonensis JCM 8857	1	
A	F	Pyrococcus sp. ST04	2	
A	P	Thermoproteales Type I archaeon	1	
A	D	Candidatus Bathyarchaeota archaeon RBG_13_52_12	1	
A	F	Metallosphaera sedula SARC-M1	1	
A	P	Methanoculleus sp. EBM-46	3	
A	P	Metallosphaera yellowstonensis MK1	2	
A	D	Methanomassiliicoccales archaeon RumEn M2	1	
A	F	Thermococcus sp. 2319x1	2	
A	P	Methanosarcina mazei 2.F.T.2.6	1	
A	P	Natrinema pellirubrum 157	1	
A	P	Thaumarchaeota archaeon SCGC AC-337_N04v2 (unscreened)	1	
A	D	Nitrosopumilus maritimus PRT005 (unscreened)	1	
A	P	Thaumarchaeota archaeon SCGC AAA282-K18 (contamination screened)	1	
A	D	Unclassified archaeon DRTY7 bin_35	1	
A	F	Desulfurococcus fermentans Z-1312, DSM 16532	2	
A	P	Aigarchaeota archaeon SCGC AAA471-B22 (contamination screened) (Combined_Assembly_pSL4_1__pSL4)	1	
A	F	Thermogladius cellulolyticus 1633	2	
A	P	Thaumarchaeota archaeon SCGC AC-312_J09v2 (contamination screened)	1	
A	F	Metallosphaera cuprina Ar-4	2	
A	P	Methanosarcina mazei 1.F.A.1A.3	1	
A	F	Aeropyrum camini SY1, JCM 12091	1	
A	F	Methanosarcina sp. Kolksee	1	
A	F	Methanosarcina barkeri MS	1	
A	D	Micrarchaeota archaeon_FK.AMD.2014.bin.88	1	
A	P	Sulfolobus acidocaldarius NG05B_CO5_12	1	
A	D	Pyrobaculum yellowstonensis WP30 (MSU 454 Co-Assembly)	1	
A	F	Methanocaldococcus vulcanius M7, DSM 12094	1	
A	F	Candidatus Nitrosocosmicus exaquare G61	3	
A	P	Methanomicrobium mobile DSM 1539	2	
A	P	unclassified Euryarchaeota Bin 18	1	
A	F	Pyrobaculum oguniense TE7, DSM 13380	1	
A	D	Thermosphaera sp. GMQ bin_15	2	
A	F	Thermococcus kodakarensis KOD1	1	
A	D	Unclassified Thaumarchaeota DRTY-7 bin_36	1	
A	P	Methanosarcina mazei 3.H.T.1A.2	1	
A	P	Thermoplasmata archaeon	1	
A	D	Thermoproteales-Type-2-TT2-r01 (from JCHS_4)	1	
A	D	Micrarchaeota archaeon_FK.AMD.2014.bin.52	1	
A	P	unclassified Crenarchaeota archaeon JGI MDM2 LHC4sed-1-G16 (unscreened)	2	
A	D	Euryarchaeota archaeon RBG_16_68_13	2	
A	P	Euryarchaeota sp. AmaM (Standard draft)	1	
A	P	Thermococcus peptonophilus JCM 9653	1	
A	F	Pyrococcus yayanosii CH1	1	
A	D	Unclassified euryarchaeota (Marine Group II) REDSEA-S03_B6	1	
A	P	Palaeococcus ferrophilus DMJ, DSM 13482	1	
A	P	Marine archaeal group 1 JGI GoM_1470m_185_A05 (contamination screened)	1	
A	D	Unclassfied Crenarchaeota ZZQ bin_2	3	
A	P	Thaumarchaeota archaeon DS1 (unscreened) (Dragon_Thaumarchaeon)	2	
A	P	Halomicrobium katesii DSM 19301	1	
A	D	Unclassified archaeon JZ bin_50	2	
A	F	Methanosarcina barkeri Fusaro, DSM 804	1	
A	D	Unclassified Aigarchaeota JZ bin_15	1	
A	P	Metallosphaera sedula	1	
A	F	Methanotorris igneus Kol5, DSM 5666	1	
A	P	Methanosarcina mazei 1.H.A.2.1	1	
A	P	Acidiplasma sp. MBA-1	1	
A	P	Thermococcus celer JCM 8558	1	
A	D	Unclassified euryarchaeota (Marine Group II) REDSEA-S19_B7N8	1	
A	P	Methermicoccus shengliensis DSM 18856	1	
A	D	NAG2_mk4-r01 (from OSP_D)	2	
A	D	Aeropyrum sp. GMQ bin_9	2	
A	F	Caldivirga maquilingensis IC-167	1	
A	D	Micrarchaeota archaeon_FK.AMD.2010.bin.22	1	
A	F	Methanosarcina mazei Tuc01	1	
A	D	Unclassified Aigarchaeota JZ bin_10	1	
A	P	Candidatus Nitrosoarchaeum limnia BG20	1	
A	P	Methanosarcina mazei YBB.H.M.1B.1	1	
A	F	Thermococcus onnurineus NA1	1	
A	F	Methanococcus vannielii SB	1	
A	P	Thermococcus thioreducens OGL-20	1	
A	P	Methanosarcina mazei 3.F.T.1A.2	1	
A	F	Aciduliprofundum sp. MAR08-339	2	
A	P	Methanosarcina mazei 3.F.A.2.12	1	
A	P	Sulfolobus acidocaldarius NG05A_C04	1	
A	P	Sulfolobus islandicus M.16.13	1	
A	D	Sulfolobales-Type-1-ST1-r01 (from NL_2)	1	
A	P	Methanosarcina mazei 3.H.M.1B.5	1	
A	P	Sulfolobus acidocaldarius NG05B_CO5_06	1	
A	D	Unclassfied Crenarchaeota GMQ bin_4	1	
A	P	Candidatus Methanoplasma termitum strain MpT1	1	
A	D	Unclassfied Crenarchaeota GMQ bin_14	1	
A	P	Methanococcoides sp. EBM-47	1	
A	D	Thaumarchaeota archaeon RBG_16_49_8	2	
A	F	Thermosphaera aggregans M11TL, DSM 11486	2	
A	F	Metallosphaera sedula ARS120-1	1	
A	P	unclassified Euryarchaeota Bin 15	1	
A	P	Aigarchaeota archaeon SCGC AAA471-D15 (contamination screened) (GBS-N_001_9)	1	
A	P	Methanosarcina mazei 1.H.T.2.5	1	
A	P	Methanosarcina mazei 1.H.M.1A.1	1	
A	P	Methanoflorens stordalenmirensis (Draft_v4.3.2)	1	
A	P	Desulfurococcales archaeon	1	
A	D	Metallosphaera My-r02 (from OSP_14)	2	
A	P	Haladaptatus paucihalophilus DX253	1	
A	F	Sulfolobus acidocaldarius SUSAZ	1	
A	P	Methanosarcina mazei 1.H.A.1A.4	1	
A	F	Methanocorpusculum labreanum Z	1	
A	F	Sulfolobus islandicus M.16.27	1	
A	P	Aigarchaeota archaeon JGI 0000106-J15 (contamination screened) (GBS-C_001_288)	1	
A	P	Methanosarcina mazei YBM.H.A.1A.1	1	
A	P	Methanocorpusculum bavaricum DSM 4179	1	
A	D	Unclassfied Crenarchaeota  DRTY7 bin_1	3	
A	D	Unclassified archaeon JZ bin_52	2	
A	P	Methanosarcina mazei 3.H.M.1B.2	1	
A	F	Thermofilum pendens Hrk 5	2	
A	P	Archaeoglobus fulgidus 7324	1	
A	F	Sulfolobus islandicus LAL14/1	1	
A	F	Pyrobaculum arsenaticum PZ6, DSM 13514	1	
A	P	Sulfolobus acidocaldarius NG05B_C06_13	1	
A	P	Methanosarcina mazei 2.F.T.0.2	1	
A	P	Methanosarcina mazei 3.H.T.1A.1	1	
A	P	Methanosarcina mazei 3.H.M.2.7	1	
A	F	Thermococcus barophilus MP, DSM 11836	2	
A	P	Alpena fountain Bin 3	1	
A	F	Methanocaldococcus sp. FS406-22	1	
A	P	Crenarchaeota archaeon SCGC AAA261-C22 (unscreened)	1	
A	F	Methanocaldococcus jannaschii DSM 2661	1	
A	F	Thermococcus guaymasensis DSM 11113	2	
A	D	Thermoproteales-Type-2-TT2-r02 (from CIS_19)	1	
A	D	Unclassfied Crenarchaeota JZ bin_38	2	
A	F	Thermococcus sp. 4557	1	
A	P	Methanoculleus thermophilus DSM 2373	3	
A	P	Methanobrevibacter millerae DSM 16643	1	
A	P	Acidiplasma aeolicum V	1	
A	F	Thermofilum uzonense 1807-2	2	
A	P	Nitrosopumilus sp. PRT-SC01	1	
A	F	Sulfolobus tokodaii 7, JCM 10545	1	
A	F	Methanoculleus bourgensis MBBA	3	
A	F	Ferroplasma acidarmanus Fer1	1	
A	P	Thaumarchaeota archaeon SCGC AC-337_C08v3 (contamination screened)	1	
A	P	Methanosarcina mazei 3.H.A.2.5	1	
A	P	Thaumarchaeota archaeon SCGC AC-312_J09v2 (unscreened)	1	
A	F	Pyrobaculum sp. WP30	1	
A	P	Thermococcus celericrescens DSM 17994	2	
A	P	Aigarchaeota archaeon OS1	1	
A	F	Acidianus hospitalis W1	1	
A	D	Unclassified Bathyarchaeota JZ bin_32	1	
A	P	Haladaptatus sp. R4	2	
A	D	NAG2_ff85-r04 (from BED)	1	
A	P	Methanosarcina mazei 3.F.T.1A.4	1	
A	P	Methanosarcina mazei 1.H.M.0.1	1	
A	F	Ignicoccus hospitalis KIN4/I, DSM 18386	2	
A	P	Candidatus Nitrosoarchaeum koreensis MY1	1	
A	P	unclassified Euryarchaeota Bin 14	1	
A	P	Vulcanisaeta sp. JCM 16159	1	
A	P	Methanoculleus thermophilus CR-1	3	
A	P	Sulfolobus acidocaldarius NG05B_CO5_10	1	
A	F	Pyrococcus abyssi GE5	1	
A	P	Sulfolobus acidocaldarius NG05B_C06_02	1	
A	D	Archaeoglobus sp. JZ bin_24	1	
A	P	candidate divison MSBL1 archaeon SCGC-AAA259E19	1	
A	P	Marine Group I crenarchaeon SCGC AB-629-I23	1	
A	F	Thermoplasma volcanium GSS1	1	
A	D	Euryarchaeota archaeon RBG_16_62_10	1	
A	P	Halococcus hamelinensis 100A6	1	
A	P	candidate divison MSBL1 archaeon SCGC-AAA259D18	1	
A	F	Thermococcus peptonophilus OG-1	2	
A	F	Thermofilum adornatus 1910b	2	
A	P	Marine Group I thaumarchaeote sp. SCGC AAA288-E09 (unscreened)	1	
A	D	Unclassified Aigarchaeota JZ bin_28	2	
A	F	Candidatus Methanoplasma termitum Mpt1	1	
A	P	Aigarchaeota archaeon SCGC AAA471-E14 (contamination screened) (Combined_Assembly_pSL4_3__pSL4)	1	
A	P	Methanofollis ethanolicus JCM 15103	4	
A	D	Pyrobaculum yellowstonensis str-WP30	1	
A	D	Euryarchaeota archaeon RBG_16_67_27	1	
A	F	Thermococcus gammatolerans EJ3	2	
A	F	Acidilobus saccharovorans 345-15	1	
A	P	Methanosarcina sp. DSM 11855	1	
A	F	Methanosarcina barkeri CM1	1	
A	P	Methanoplanus limicola M3, DSM 2279	2	
A	F	Methanosarcina mazei S-6	1	
A	P	Aigarchaeota archaeon SCGC AAA471-J07 (contamination screened) (GBS-N_001_18)	1	
A	F	uncultured marine group II euryarchaeote	1	
A	F	Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1	1	
A	F	Methanosarcina mazei LYC	1	
A	P	Thaumarchaeota archaeon SCGC AC-312_C19v2 (contamination screened)	1	
A	D	Nitrosopumilus maritimus PRT005 (unscreened)	1	
B	P	Pseudomonas sp. NFACC41-3	1	
B	P	Nocardioides alpinus CGMCC 1.10697	3	
B	P	Leptospira santarosai 56164	1	
B	P	Campylobacter jejuni jejuni 55037	1	
B	P	Kosakonia sacchari SP1	2	
