Domain	Status	Genome	Gene Count	
B	P	Kocuria palustris W4	4	
B	P	Rhodococcus fascians LMG 3616	4	
B	P	Acinetobacter sp. CIP 56.2	4	
B	P	Chryseobacterium pallidum DSM 18015	4	
B	F	Halomonas sp. A3H3 null replaces 82096	4	
B	P	Acinetobacter baumannii MRSN 3942	4	
B	P	Agrobacterium sp. SUL3	4	
B	D	Chryseobacterium sp. 312AMFChir4.1	4	
B	P	Pseudonocardia ammonioxydans CGMCC 4.1877	4	
B	P	Gordonia rubripertincta NBRC 101908	4	
B	P	co-assembly of Bacteroidales bacterium PSC KfJoeBact 2-1 and 2-2 and 2-3 (Single Cell Co-Assembly - Unscreened)	4	
B	P	Williamsia sp. D3	4	
B	P	Halomonas gudaonensis CGMCC 1.6133	4	
B	P	Rhodococcus fascians A21d2	4	
B	P	Curtobacterium sp. S6	4	
B	P	Bacillus weihenstephanensis FSL R5-860	4	
B	P	Rhodococcus fascians NBRC 12155 = LMG 3623	4	
B	P	Bacillus cereus Rock3-29	4	
B	P	Bacillus cereus R309803	4	
B	P	Chryseobacterium sp. UNC8MFCol	4	
B	P	Lysinibacillus sp. A1	4	
B	F	Alkaliphilus metalliredigens QYMF	4	
B	F	Lysinibacillus fusiformis RB21 (Lysinibacillus fusiformis RB21 complete genome assembly)	4	
B	P	Leucobacter sp. UCD-THU	4	
B	P	Rhodococcus fascians A78	4	
B	F	Arthrobacter sp. FB24	4	
B	P	Acinetobacter baumannii MRSN 4106	4	
B	P	Acinetobacter baumannii MRSN6269	4	
B	P	Acinetobacter baumannii Pulsotype 27	4	
B	P	Acinetobacter baumannii MRSN6273	4	
B	P	Rhodococcus sp. J21	4	
B	P	Acinetobacter baumannii MRSN 3405	4	
B	P	Leucobacter salsicius M1-8 (Draft genome sequence of  Leucobacter salsicius M1-8)	4	
B	P	Chryseobacterium hispalense DSM 25574	4	
B	P	Lentzea albidocapillata DSM 44073	4	
B	P	Pseudomonas xanthomarina S11	4	
B	P	Rhodococcus pyridinivorans AK37	4	
B	P	Mycobacterium avium hominissuis MAHP-10058-06	4	
B	P	Dietzia sp. UCD-THP	4	
B	P	Bacillus sp. UMTAT18	4	
B	P	Dysgonomonas capnocytophagoides DSM 22835	4	
B	P	Methylobacterium extorquens DSM 13060	4	
B	P	Sphingobium faniae CGMCC 1.7749	4	
B	P	Tolypothrix campylonemoides VB511288	4	
B	P	Burkholderiales bacterium RIFCSPHIGHO2_12_FULL_65_48	4	
B	P	Bacillus cereus #17	4	
B	P	Mycobacterium septicum DSM 44393	4	
B	P	Tsukamurella tyrosinosolvens JCM 15482	4	
B	P	Enterococcus gallinarum SKF1	4	
B	P	Chryseobacterium ureilyticum DSM 18017	4	
B	P	Rhodococcus sp. JG-3	4	
B	P	Burkholderiales bacterium RIFCSPHIGHO2_01_FULL_64_960	4	
B	P	Rhodococcus sp. J21	4	
B	P	Rhodococcus sp. p52	4	
B	P	Tsukamurella pulmonis DSM 44142	4	
B	P	Acinetobacter baumannii MRSN 3405	4	
B	P	Bacillus cereus VD140	4	
B	P	Acinetobacter tandoii DSM 14970	3	
B	P	Pseudomonas stutzeri YC-YH1	3	
B	P	Acinetobacter lwoffii NCTC 5866	3	
B	P	Acinetobacter sp. CIP 64.7	3	
B	P	Brevibacterium linens AE038-8	3	
B	F	Herminiimonas arsenicoxydans ULPAs1	3	
B	F	Marinobacter sp. LQ44	3	
B	P	Brevundimonas sp. BAL3	3	
B	P	Rhodococcus qingshengii TUHH-12	3	
B	F	Stanieria cyanosphaera PCC 7437	3	
B	P	Chryseobacterium sp. Hurlbut01	3	
B	P	Mycobacterium abscessus PAP076	3	
B	P	Pseudomonas sp. NBRC 111136	3	
B	P	Nesterenkonia sp. F	3	
B	P	Bacillus cereus BAG5X1-1	3	
B	P	Arthrobacter alpinus DSM 22274	3	
B	P	Streptomyces roseosporus NRRL 15998	3	
B	F	Microlunatus phosphovorus NM-1	3	
B	P	Streptomyces luridiscabiei NRRL B-24455	3	
B	F	Achromobacter xylosoxidans NH44784-1996	3	
B	P	Rhodococcus triatomae DSM 44892	3	
B	P	Streptomyces sp. CNQ431	3	
B	P	Paracoccus alcaliphilus DSM 8512	3	
B	F	Sphingopyxis macrogoltabida 203	3	
B	F	Pseudomonas aeruginosa F30658	3	
B	P	Prauserella sp. Am3 (Prauserella sp Am3)	3	
B	P	Brachybacterium muris UCD-AY4	3	
B	P	Rhodococcus rhodochrous NBRC 16069	3	
B	F	Burkholderia multivorans CEPA002, ATCC BAA-247	3	
B	P	Bavariicoccus seileri WCC 4188, DSM 19936	3	
B	F	Bacillus thuringiensis BMB171	3	
B	P	Halomonas meridiana R1t3	3	
B	P	Anaeromyxobacter sp. PSR-1	3	
B	P	Elizabethkingia anophelis NUHP1	3	
B	P	Sphingopyxis sp. RIFCSPHIGHO2_12_FULL_65_19	3	
B	F	Corynebacterium glutamicum SCgG1	3	
B	D	Sphingomonadales bacterium GWF1_63_6	3	
B	P	Burkholderia vietnamiensis AU4i	3	
B	P	Corynebacterium crenatum SYPA 5-5	3	
B	D	Comamonadaceae bacterium EBPR_Bin_89	3	
B	P	Halomonas sp. HAL1	3	
B	P	Legionella drancourtii LLAP12	3	
B	F	Oligotropha carboxidovorans OM5	3	
B	P	Bacillus sp. GZT	3	
B	P	Microbacterium sp. CH12i	3	
B	P	Amycolatopsis niigatensis DSM 45165	3	
B	P	Lysinibacillus sphaericus OT4b.49	3	
B	P	Belnapia rosea CPCC 100156	3	
B	P	Acinetobacter guillouiae KCTC 23200	3	
B	F	Lysinibacillus sphaericus sv. H5a5b C3-41	3	
B	P	Corynebacterium crenatum MT	3	
B	P	Mycobacterium abscessus PAP_CF_011g	3	
B	F	Kocuria palustris MU14/1	3	
B	P	Desulfotomaculum thermosapovorans DSM 6562	3	
B	P	Streptomyces sp. ScaeMP-e10	3	
B	P	Bacillus cereus NVH 0075-95	3	
B	P	Sphingopyxis sp. H005	3	
B	F	Bacillus cereus D17	3	
B	F	Oligotropha carboxidovorans OM5	3	
B	P	Acinetobacter baumannii OIFC074	3	
B	F	Rhodococcus opacus B4	3	
B	P	Bacillus cereus VDM022	3	
B	P	Acinetobacter radioresistens WC-A-157	3	
B	F	Bacillus cellulosilyticus N-4, DSM 2522	3	
B	P	Frigoribacterium sp. Leaf172	3	
B	P	Sphingobacterium spiritivorum ATCC 33300	3	
B	P	Bacillus cereus HuB4-10	3	
B	F	Dyadobacter fermentans NS114, DSM 18053	3	
B	F	Brevibacterium flavum ATCC 15168 (unscreened)	3	
B	D	Bacillus weihenstephanensis GOE12 (BwGoe12)	3	
B	P	Paenibacillus alvei E194	3	
B	P	Mycobacterium abscessus 9808	3	
B	P	Pseudomonas stutzeri ASK-1	3	
B	P	Gordonia aichiensis NBRC 108223	3	
B	P	Acinetobacter baumannii 118362	3	
B	D	Comamonadaceae sp. genome from NDFO enrichment metagenome (UW) (UW-Madison version of the enrichment)	3	
B	P	Rhizobium sp. LC145	3	
B	P	Mycobacterium abscessus PAP170	3	
B	F	Stenotrophomonas sp. YM1	3	
B	F	Rhodococcus fascians D188	3	
B	P	Bacillus cereus BAG4X2-1	3	
B	P	Amycolatopsis orientalis DSM 43388	3	
B	P	Mycobacterium abscessus PAP041	3	
B	D	Desulfosarcina variabilis Montpellier	3	
B	P	Legionella wadsworthii ATCC 33877	3	
B	P	Terriglobus roseus AB35.6	3	
B	P	Rhodococcus fascians D188	3	
B	P	Halarsenatibacter silvermanii SLAS-1	3	
B	P	Halomonas sp. HL-93	3	
B	P	Bacillus cereus WSBC 10035	3	
B	P	Achromobacter sp. 2789STDY5608619	3	
B	P	Achromobacter sp. 2789STDY5663443	3	
B	F	Corynebacterium glutamicum SCgG2	3	
B	P	Mycobacterium abscessus M94	3	
B	P	Nocardia speluncae NBRC 108251	3	
B	F	Corynebacterium deserti GIMN1.010 null replaces 63494	3	
B	P	Rhodococcus fascians LMG 3605	3	
B	P	Paracoccus versutus DSM 582	3	
B	F	Pseudomonas plecoglossicida NyZ12	3	
B	P	Sphingopyxis sp. Root154	3	
B	P	Achromobacter sp. 2789STDY5608612	3	
B	P	Pseudomonas sp. PDC86	3	
B	P	Halomonas sp. DSM 26667	3	
B	P	Bacillus cereus F4429-71	3	
B	F	Corynebacterium glutamicum B253 null replaces 98282	3	
B	P	Bacillus thuringiensis Et10/1	3	
B	P	Mycobacterium sp. UM_WWY	3	
B	D	Bacillus weihenstephanensis GOE5 (BWGoe5)	3	
B	P	Paracoccus thiocyanatus ATCC 700171	3	
B	P	Escherichia coli HVH 213 (4-3042928)	3	
B	P	Burkholderiales bacterium RIFCSPHIGHO2_02_FULL_64_19	3	
B	P	Acinetobacter lwoffii NIPH 715	3	
B	F	Rhodococcus sp. PBTS1	3	
B	P	Bacillus cereus m1293	3	
B	P	Hyphomicrobium sp. GJ21	3	
B	P	Pseudomonas putida CBB5	3	
B	P	Bacillus cereus 7/27/S	3	
B	P	Brevibacterium sp. VCM10 (unscreened)	3	
B	P	Mycobacterium abscessus PAP127	3	
B	P	Bacillus cereus F3175-03	3	
B	P	Pseudomonas psychrotolerans LMG 21977	3	
B	F	Streptomyces ambofaciens DSM 40697	3	
B	P	Bacillus cereus F	3	
B	F	Rhodococcus sp. YL-1	3	
B	P	Corynebacterium glutamicum S9114	3	
B	F	Sphingopyxis macrogoltabida 203N	3	
B	P	Streptomyces sp. Root63	3	
B	P	Pseudomonas fluorescens AU14440	3	
B	F	Pseudomonas putida S16	3	
B	P	Gulosibacter molinativorax DSM 13485	3	
B	P	Microbacterium maritypicum MF109	3	
B	D	Rhodanobacter sp. FW104-R5 (Draft Assembly)	3	
B	P	Brevibacterium linens BL2	3	
B	P	Desulfonatronum thioautotrophicum ASO4-1	3	
B	F	Neomicrococcus aestuarii B18	3	
B	P	Mycobacterium abscessus PAP085	3	
B	P	Cohnella laeviribosi DSM 21336	3	
B	P	Tsukamurella tyrosinosolvens CCUG 38499	3	
B	P	Alicycliphilus sp. B1	3	
B	P	Desulfotomaculum geothermicum DSM 3669	3	
B	F	Dechloromonas aromatica RCB	3	
B	P	Methylophaga lonarensis MPL	3	
B	D	Bacillus weihenstephanensis GOE2 (BwGoe2)	3	
B	F	Rhizobium sp. S41	3	
B	P	Bradyrhizobium sp. Leaf396	3	
B	P	Bacillus thuringiensis DB27	3	
B	P	Paracoccus versutus DSM 582	3	
B	P	Acidovorax sp. MR-S7	3	
B	P	Rhodococcus sp. Leaf278	3	
B	P	Shinella sp. GWS1	3	
B	P	Actinoalloteichus spitiensis RMV-1378	3	
B	F	Corynebacterium glycinophilum AJ 3170	3	
B	P	Lysinibacillus sphaericus 2297	3	
B	P	Dechloromonas agitata is5	3	
B	P	Stenotrophomonas maltophilia stmalt0435	3	
B	F	Pseudonocardia sp. AL041005-10	3	
B	D	Streptomyces sp. ScaeMP-e48	3	
B	F	Oligotropha carboxidovorans OM4	3	
B	F	Mycobacterium simiae MO323	3	
B	P	Paracoccus denitrificans DSM 15418	3	
B	P	Acinetobacter guillouiae CIP 63.46	3	
B	P	Paracoccus denitrificans DSM 413	3	
B	P	Acinetobacter tandoii KCTC 12417	3	
B	P	Chryseobacterium palustre DSM 21579	3	
B	P	Agrobacterium tumefaciens S2	3	
B	P	Sphingomonas paucimobilis	3	
B	P	Bacillus anthracis RIT375	3	
B	P	Gordonia westfalica DSM 44215	3	
B	P	Lysinibacillus sp. TC-37	3	
B	F	Stackebrandtia nassauensis LLR-40K-21, DSM 44728	3	
B	F	Lysinibacillus sphaericus OT4b.25	3	
B	F	Methylobacterium extorquens DM4	3	
B	D	Bacillus weihenstephanensis GOE5 (BW5)	3	
B	P	Dysgonomonas gadei ATCC BAA-286	3	
B	P	Elizabethkingia anophelis NUH4	3	
B	P	Acinetobacter pittii LC510	3	
B	D	Achromatium bin 9	3	
B	F	Clostridium formicaceticum ATCC 27076	3	
B	P	Acidovorax temperans KY4	3	
B	P	Thauera sp. 63	3	
B	P	Amycolatopsis keratiniphila nogabecina DSM 44586	3	
B	P	Bacillus cereus INRA A3	3	
B	P	Acinetobacter baumannii Naval-21	3	
B	P	Acidovorax sp. SD340	3	
B	P	Pseudonocardia sp. P1	3	
B	P	Bacillus cereus B4080	3	
B	P	Mycobacterium mageritense DSM 44476	3	
B	P	Acinetobacter sp. ANC 3929	3	
B	P	Bacillus cereus RIVM BC 90	3	
B	P	Pseudomonas synxantha LMG 2190	3	
B	F	Corynebacterium glutamicum K051	3	
B	F	Streptomyces sp. CdTB01	3	
B	P	Tsukamurella pulmonis DSM 44990	3	
B	P	Acinetobacter tandoii DSM 14970	3	
B	P	Gemmatimonadetes bacterium JGI 0000112-M07 (unscreened)	3	
B	F	Halomonas sp. A3H3	3	
B	P	Methylotenera mobilis-49 (UID3888)	3	
B	D	Bacillus weihenstephanensis GOE11 (BwGoe11)	3	
B	P	Nocardiopsis synnemataformans DSM 44143	3	
B	F	Pseudonocardia dioxanivorans CB1190	3	
B	F	Corynebacterium glutamicum MB001	3	
B	P	Elizabethkingia anophelis NUH11	3	
B	F	Corynebacterium glutamicum R	3	
B	F	Cellulomonas flavigena 134, DSM 20109	3	
B	F	Flavobacterium johnsoniae UW101, ATCC 17061	3	
B	P	Gordonia amicalis CCMA-559 (Biosurfactant)	3	
B	P	Gordonia alkanivorans CGMCC 6845	3	
B	P	Acinetobacter genomospecies 13TU A 267, NCTC 8102	3	
B	F	Bacillus cereus E33L	3	
B	P	Flavobacterium sp. F52	3	
B	P	Frigoribacterium sp. MEB024	3	
B	P	Acinetobacter baumannii 42057_3	3	
B	P	Bacillus cereus MSX-D12	3	
B	P	Lysinibacillus sp. SG9	3	
B	P	beta proteobacterium FWI2	3	
B	D	Clostridium formicaceticum A1, DSM92 (CFO)	3	
B	P	Lentzea violacea DSM 44796	3	
B	F	Corynebacterium deserti GIMN1.010	3	
B	P	Legionella moravica DSM 19234	3	
B	P	Xenophilus azovorans DSM 13620	3	
B	P	Mumia flava MUSC 201	3	
B	F	Corynebacterium glutamicum YI	3	
B	P	Bacillus cereus VD102	3	
B	P	Stenotrophomonas maltophilia UV74	3	
B	P	Acinetobacter sp. CIP 53.82	3	
B	P	Corynebacterium glutamicum SYPS-062	3	
B	P	Bacillus cereus BAG6O-2	3	
B	P	Corynebacterium sputi DSM 45148	3	
B	F	Acinetobacter baumannii ATCC 17978-mff	3	
B	P	Mycobacterium abscessus PAP113	3	
B	F	Corynebacterium glutamicum ATCC 21831	3	
B	P	Bacillus thuringiensis Lr3/2	3	
B	P	Legionella steelei IMVS3376	3	
B	F	Marinobacter sp. CP1	3	
B	P	Stenotrophomonas maltophilia stmalt0377	3	
B	P	Acinetobacter baumannii 766875	3	
B	P	Pseudomonas chloritidismutans AW-1	3	
B	P	Bacillus cereus Rock3-28	3	
B	P	Haematobacter massiliensis CCUG 47968	3	
B	P	Acinetobacter baumannii ABBL130	3	
B	P	Halomonas sp. KM-1	3	
B	F	Bacillus cereus F837/76	3	
B	P	Acinetobacter baumannii WC-323	3	
B	P	Serinicoccus profundi MCCC 1A05965	3	
B	P	Sphingobium yanoikuyae SHJ	3	
B	P	Mycobacterium abscessus PAP082	3	
B	P	Bacillus cereus BAG5O-1	3	
B	P	Clostridium cellulosi CS-4-4	3	
B	P	Arthrobacter sp. YC-RL1	3	
B	P	Acinetobacter lwoffii NBRC 109760	3	
B	D	Bacillus weihenstephanensis GOE7 (BwGoe7)	3	
B	P	Achromobacter sp. RTa	3	
B	P	Halolactibacillus miurensis DSM 17074	3	
B	P	Ideonella sp. 201-F6	3	
B	P	Acinetobacter nosocomialis TG21145	3	
B	F	Paracoccus denitrificans PD1222	3	
B	P	Acinetobacter sp. TG19627	3	
B	P	Pseudomonas azotifigens DSM 17556	3	
B	F	Gordonia bronchialis 3410, DSM 43247	3	
B	P	Ensifer adhaerens RP12G	3	
B	P	Mycobacterium abscessus PAP036	3	
B	P	Paracoccus denitrificans DSM 415	3	
B	F	Corynebacterium glutamicum Nakagawa ATCC 13032	3	
B	P	Mycobacterium parascrofulaceum ATCC BAA-614	3	
B	P	Pseudomonas synxantha DSM 18928	3	
B	P	Agrobacterium tumefaciens MEJ076	3	
B	D	Thioalkalivibrio versutus AL2	3	
B	D	Bacillus thuringiensis GOE4 (BtGoe4)	3	
B	F	Sphingobium baderi DE-13	3	
B	P	Streptomyces sp. HCCB10043	3	
B	F	Corynebacterium ammoniagenes DSM 20306 Genome sequencing	3	
B	P	Tsukamurella tyrosinosolvens DSM 44234	3	
B	P	Shinella sp. SUS2	3	
B	P	Rhodococcus sp. Chr-9	3	
B	P	Pseudomonas aeruginosa BWHPSA043	3	
B	P	Burkholderia multivorans CEPA002, ATCC BAA-247	3	
B	P	Ralstonia sp. 25MFCol4.1	3	
B	P	Legionella moravica ATCC 43877	3	
B	P	Paracoccus sp. TRP	3	
B	P	Brevibacterium siliguriense DSM 23676	3	
B	F	Blastococcus saxobsidens DD2	3	
B	P	Bacillus cereus B4087	3	
B	F	Pseudomonas stutzeri A1501	3	
B	P	Shinella sp. HZN7	3	
B	P	Bacillus cereus SJ1	3	
B	F	Corynebacterium maris DSM 45190  Genome sequencing	3	
B	P	Lysinibacillus sphaericus CBAM5	3	
B	P	Acinetobacter lwoffii TG19636	3	
B	F	Bacillus cereus FORC_024	3	
B	F	Corynebacterium glutamicum B253	3	
B	P	Bacillus cereus Rock1-15	3	
B	P	Streptomyces sp. GBA 94-10	3	
B	D	Bacillus weihenstephanensis GOE13 (BwGoe13)	3	
B	P	Acinetobacter guillouiae MSP4-18	3	
B	P	Pseudomonas aeruginosa ST-111 E15_London_28_01_14	3	
B	F	Burkholderia cenocepacia 895	3	
B	P	Pseudomonas putida OUS82	3	
B	P	Bacillus cereus Rock3-42	3	
B	P	Pedobacter antarcticus ATCC 51969	3	
B	P	Williamsia herbipolensis ARP1	3	
B	P	Bacillus cereus F4430-73	3	
B	P	Mycobacterium abscessus PAP040	3	
B	F	Delftia tsuruhatensis CM13	3	
B	P	Bacillus cereus BAG1O-1	3	
B	F	Desulfitobacterium hafniense Y51	3	
B	P	Mycobacterium neworleansense ATCC 49404	3	
B	P	Alicyclobacillus andinensis USBA-503	3	
B	F	Kocuria turfanensis HO-9042	3	
B	P	Kocuria sp. ZOR0020	3	
B	P	Quadrisphaera granulorum DSM 44889	3	
B	F	Corynebacterium glutamicum USDA-ARS-USMARC-56828	3	
B	P	Acinetobacter baumannii 1294596	3	
B	P	Streptomyces roseosporus NRRL 11379	3	
B	P	Yaniella halotolerans DSM 15476	3	
B	P	Bacillus cereus B4153	3	
B	P	Acinetobacter sp. CIP A162	3	
B	P	Corynebacterium callunae DSM 20147	3	
B	P	Acinetobacter baumannii AB_TG19617	3	
B	F	Sphingopyxis macrogoltabida 203 null replaces 100937	3	
B	P	Bacillus cereus PE8-121b	3	
B	D	Halomonas sp. HL-93	3	
B	P	Lampropedia hyalina DSM 16112	3	
B	P	Gordonia alkanivorans NBRC 16433	3	
B	P	Gordonia neofelifaecis NRRL B-59395	3	
B	P	Elizabethkingia anophelis NUH6	3	
B	P	Acinetobacter sp. CIP 70.18	3	
B	P	Arthrobacter sp. H14 (Draft 1)	3	
B	F	Sanguibacter keddieii ST-74, DSM 10542	3	
B	F	Lysinibacillus sphaericus III(3)7	3	
B	P	Bacillus sp. RUTrin4	3	
B	P	Mycobacterium brisbanense	3	
B	P	Acinetobacter bereziniae Brisou 64, LMG 1003	3	
B	P	Brevibacterium senegalense JC43	3	
B	P	Gemmata massiliana IIL30	3	
B	P	Rhodococcus fascians LMG 3602	3	
B	P	Aminobacter sp. Root100	3	
B	P	Lysinibacillus sp. SG55	3	
B	P	Mycobacterium avium MAV_120809_2495	3	
B	P	Gordonia sp. V-85	3	
B	P	Chryseobacterium humi DSM 21580	3	
B	P	Pseudomonas sp. NBRC 111140	3	
B	F	Corynebacterium testudinoris DSM 44614 Genome Sequencing	3	
B	P	Tsukamurella sp. 1534	3	
B	P	Nocardiopsis prasina DSM 43845	3	
B	P	Flavobacterium johnsoniae DSM 2064	3	
B	P	Pseudomonas sp. Chol1	3	
B	F	Arthrobacter sp. LS16	3	
B	D	Nostoc sp. sp2	3	
B	P	Bacillus cereus Rock1-3	3	
B	P	Streptomyces sp. PVA 94-07	3	
B	P	Acinetobacter lwoffii NIPH 512	3	
B	P	Stenotrophomonas maltophilia Ab55555	3	
B	P	Pseudomonas chloritidismutans AW-1	3	
B	F	Bacillus cereus E33L (ZK)	3	
B	P	Thauera humireducens SgZ-1	3	
B	P	Saccharomonospora cyanea NA-134	3	
B	P	Chryseobacterium daeguense DSM 19388	3	
B	P	Acinetobacter baumannii OIFC021	3	
B	P	Sphingopyxis sp. Root214	3	
B	P	Arthrobacter sp. W1	3	
B	F	Arthrobacter sp. YC-RL1	3	
B	P	Bacillus cereus HuA2-1	3	
B	F	Candidatus Accumulibacter sp. BA-93	3	
B	P	Halomonas sp. BCO4	3	
B	P	Acinetobacter seifertii NIPH 973	3	
B	P	Microbacterium oxydans  NS234	3	
B	P	Halomonas shengliensis CGMCC 1.6444	3	
B	P	Acinetobacter sp. CIP 102136	3	
B	F	Pseudomonas alkylphenolia KL28	3	
B	F	Amycolatopsis japonica MG417-CF17, DSM 44213	3	
B	P	Clostridium drakei SL1	3	
B	F	Bacillus cereus ATCC 10987	3	
B	P	Acinetobacter sp. Hugh 2212, NCTC 10304	3	
B	F	Corynebacterium callunae DSM 20147	3	
B	P	Pseudomonas aeruginosa BWHPSA010	3	
B	F	Geobacter sulfurreducens AM-1	3	
B	F	Lysinibacillus sphaericus 2362	3	
B	P	Corynebacterium ammoniagenes DSM 20306	3	
B	P	Clostridium tyrobutyricum FAM22553	3	
B	F	Hoyosella subflava DQS3-9A1	3	
B	P	Acinetobacter baumannii 146457	3	
B	P	Streptomyces sp. AVP053U2	3	
B	P	Acinetobacter venetianus VE-C3	3	
B	P	Micrococcus luteus modasa	3	
B	P	Halomonas pantelleriensis AAP	3	
B	P	Corynebacterium glutamicum Z188	3	
B	P	Streptomyces sp. Root1295	3	
B	P	Corynebacterium glutamicum ATCC 14067	3	
B	D	Bacillus weihenstephanensis GOE4 (BwGoe4)	3	
B	P	Tsukamurella pulmonis CCUG 35732	3	
B	F	Bacillus cereus AH820	3	
B	F	Corynebacterium glutamicum Kalinowski ATCC 13032	3	
B	D	Aminobacter sp. J44	3	
B	P	Brevibacterium casei S18	3	
B	F	Bacillus thuringiensis sv. alesti BGSC 4C1	2	
B	P	Candidatus Accumulibacter phosphatis Type IA UW-3	2	
B	P	Sphingomonas sp. Y57	2	
B	P	Bordetella bronchiseptica E012	2	
B	P	Streptomyces sp. SM8 (StrepSM8)	2	
B	P	Flavobacterium ummariense DS-12	2	
B	P	Rathayibacter sp. Leaf294	2	
B	P	Rhodococcus enclensis NIO-1009	2	
B	P	Belnapia moabensis DSM 16746	2	
B	P	Mycobacterium arupense GUC1	2	
B	P	Propionibacterium freudenreichii CIRM-BIA1025	2	
B	F	Acinetobacter baumannii A1 null replaces 98199	2	
B	P	Enterococcus faecalis TX0645	2	
B	P	Arthrobacter castelli DSM 16402	2	
B	P	Bacillus cereus HD73	2	
B	P	Enterococcus faecium E2620	2	
B	P	Rhodococcus sp. Leaf233	2	
B	F	Clostridium clariflavum EBR 45, DSM 19732	2	
B	F	Brevibacillus brevis NBRC 100599	2	
B	P	Soonwooa buanensis DSM 22323	2	
B	P	Rhodococcus rhodochrous ATCC 21198	2	
B	P	Pseudomonas aeruginosa BWH056	2	
B	P	Bacillus cereus BAG1X2-3	2	
B	P	Caballeronia glathei DSM 50014	2	
B	P	Leptospira broomii 5399	2	
B	D	Corynebacterium nuruki S6-4 genome sequencing	2	
B	P	Kocuria marina SO9-6	2	
B	P	Pseudomonas nitroreducens Aramco J	2	
B	P	Dyadobacter soli DSM 25329	2	
B	P	Acinetobacter baumannii TG22112	2	
B	P	Burkholderia multivorans CGD2	2	
B	P	Methylophaga thiooxydans DMS010	2	
B	P	Acinetobacter baumannii 1295743	2	
B	P	Bacillus cereus B5-2	2	
B	F	Corynebacterium crudilactis JZ16	2	
B	F	Neorhizobium galegae bv. officinalis HAMBI 1141	2	
B	D	Pseudomonas aeruginosa PAP7	2	
B	P	Acinetobacter baumannii 25977_9	2	
B	P	Bacillus anthracis 2000032979	2	
B	P	Acinetobacter pittii ABBL047	2	
B	P	Paenibacillus senegalensis JC66	2	
B	P	Pseudomonas stutzeri BAL361	2	
B	F	Clostridium saccharolyticum WM1, DSM 2544	2	
B	P	Actinomadura chibensis NBRC 106107	2	
B	F	Streptomyces albus SM254	2	
B	P	Crocosphaera watsonii WH 8502	2	
B	P	Gordonia effusa NBRC 100432	2	
B	P	Kocuria atrinae C3-8	2	
B	P	Mycobacterium abscessus 3A-0810-R	2	
B	P	Pseudomonas savastanoi pv. nerii ICMP 16943	2	
B	P	Streptomyces albus J1074	2	
B	P	Sphingobium lucknowense F2	2	
B	P	Thalassobius gelatinovorus DSM 5887	2	
B	P	Devosia lucknowensis L15	2	
B	P	Burkholderia peredens LMG 29314	2	
B	P	Lysinibacillus sp. SG53	2	
B	P	Curvibacter gracilis ATCC BAA-807	2	
B	P	Sphingobium baderi LL03	2	
B	P	Achromobacter sp. 2789STDY5608620	2	
B	F	Burkholderia cenocepacia ST32	2	
B	P	Chryseobacterium formosense LMG 24722	2	
