Domain	Status	Genome	Gene Count	
B	P	Lactococcus lactis lactis JCM 5805, NBRC 100933	7	
B	P	Lactococcus lactis lactis LMG9449	7	
B	F	Lactococcus lactis lactis NCDO 2118	7	
B	P	Lactococcus lactis lactis K337	7	
B	P	Lactococcus lactis lactis JCM 5805	7	
B	P	Streptococcus agalactiae MRI Z1-022	7	
B	P	Lactococcus lactis lactis bv. diacetylactis TIFN2	7	
B	P	Lactococcus lactis lactis LMG 7760	7	
B	P	Lactococcus lactis lactis Li-1	7	
B	P	Lactococcus lactis lactis KF146	7	
B	P	Klebsiella pneumoniae BIDMC 51	7	
B	P	Lactococcus lactis lactis bv. diacetylactis CRL264	7	
B	P	Streptococcus agalactiae B37VS	6	
B	P	Streptococcus agalactiae 1003A	6	
B	P	Enterococcus faecium NEF1	6	
B	P	Enterococcus faecium UAA1019	6	
B	P	Enterococcus faecium VRE3	6	
B	P	Enterococcus faecium R499	6	
B	P	Enterococcus faecium MRSN 11639	6	
B	P	Enterococcus faecium VRE-1403540	6	
B	P	Chlamydia trachomatis H17IMS	6	
B	P	Morganella morganii morganii GM1DA1	6	
B	P	Enterococcus faecium 514	6	
B	P	Enterococcus faecium VAN 219	6	
B	P	Bacillus thuringiensis Et10/1	6	
B	P	Enterococcus faecium Com15	6	
B	F	Enterococcus faecium ISMMS_VRE_9	6	
B	P	Streptococcus suis LSS81	6	
B	F	Enterococcus faecium E1	6	
B	P	Streptococcus agalactiae STIR-CD-22	6	
B	P	Enterococcus faecium UAA949	6	
B	P	Streptococcus agalactiae LMG 15084	6	
B	P	Streptococcus suis LSS87	6	
B	P	Escherichia coli Ec57A_D1C4	6	
B	P	Streptococcus agalactiae FSL S3-003	6	
B	P	Enterococcus faecium UAA1007	6	
B	P	Sphingomonas-like bacterium B12	6	
B	P	Enterococcus faecium 511	6	
B	P	Klebsiella pneumoniae MGH113	6	
B	P	Enterococcus faecium Patient #1-3	6	
B	P	Streptococcus agalactiae DK-NI-016	6	
B	P	Streptococcus agalactiae SGBS015	6	
B	P	Streptococcus agalactiae RBH04	6	
B	F	Enterococcus faecium DO	6	
B	P	Enterococcus faecium C497	6	
B	P	Enterococcus faecium 515	6	
B	F	Enterococcus faecium ATCC 700221	6	
B	P	Enterococcus faecium MRSN 3418	6	
B	P	Enterococcus faecium TX0133a04	6	
B	P	Streptococcus agalactiae GB-NI-011	6	
B	P	Enterococcus faecium UAA723	6	
B	P	Enterococcus faecium P1190	6	
B	P	Streptococcus agalactiae DE-NI-007	6	
B	P	Enterococcus faecium VAN 332	6	
B	P	Enterococcus faecium SD3B-2	6	
B	P	Streptococcus agalactiae MRI Z1-025	6	
B	P	Klebsiella pneumoniae Top52 #1721	6	
B	P	Enterococcus faecium R496	6	
B	P	Enterococcus faecium Efm_NY2-1	6	
B	P	Enterococcus faecium E1162	6	
B	P	Enterococcus faecium TX0082	6	
B	P	Streptococcus agalactiae CCUG 19094	6	
B	P	Streptococcus agalactiae CCUG 29782	6	
B	F	Lactobacillus backii TMW 1.1992	6	
B	P	Enterococcus faecium E0333	6	
B	P	Streptococcus suis sv. 4 SS1042	6	
B	P	Enterococcus faecium VAN 345	6	
B	P	Streptococcus agalactiae strep5	6	
B	P	Streptococcus agalactiae MC629	6	
B	P	Enterococcus faecium SD2A-2	6	
B	F	Enterococcus faecium VRE001	6	
B	F	Streptococcus suis DN13	6	
B	P	Enterococcus faecium E1630	6	
B	P	Enterococcus faecium VAN 327	6	
B	P	Enterococcus faecium E0120	6	
B	P	Enterococcus faecium E417	6	
B	P	Enterococcus faecium TX1337RF	6	
B	P	Enterococcus faecium UAA1484	6	
B	P	Streptococcus agalactiae MRI Z1-211	6	
B	P	Klebsiella sp. AS10	6	
B	P	Enterococcus faecium E1258	6	
B	P	Enterococcus faecalis SDVK1A	6	
B	P	Streptococcus dysgalactiae dysgalactiae NADC Z-8, ATCC 27957	6	
B	P	Enterococcus faecium E422	6	
B	P	Enterococcus faecium HM1071	6	
B	P	Enterococcus faecium MRSN 4777	6	
B	P	Enterococcus faecium VRE-1300578	6	
B	P	Streptococcus agalactiae LMG 15089	6	
B	P	Klebsiella pneumoniae BIDMC 48	6	
B	P	Enterococcus faecium Pat2-1	6	
B	P	Enterococcus faecium VRE1261	6	
B	P	Streptococcus agalactiae MRI Z1-218	6	
B	F	Burkholderia multivorans ATCC 17616	6	
B	P	Streptococcus agalactiae GB00865	6	
B	P	Klebsiella pneumoniae MGH 18	6	
B	P	Streptococcus dysgalactiae equisimilis UT-5345	6	
B	P	Enterococcus faecium ERV1	6	
B	F	Lactobacillus backii TMW 1.1991	6	
B	P	Streptococcus suis LSS8	6	
B	P	Enterococcus faecium C1904	6	
B	D	Enterococcus faecium E172	6	
B	P	Lactobacillus plantarum AY01	6	
B	P	Enterococcus faecium UAA945	6	
B	P	Enterococcus faecium ERV69	6	
B	P	Enterococcus faecium E3548	6	
B	F	Enterococcus faecium E39	6	
B	P	Enterococcus faecium VAN 335	6	
B	P	Klebsiella pneumoniae 50893576	6	
B	P	Enterococcus faecium UAA825	6	
B	P	Enterococcus faecium VRE-1401318	6	
B	P	Enterococcus faecium Pat2-2	6	
B	P	Streptococcus agalactiae MRI Z1-012	6	
B	P	Streptococcus agalactiae MRI Z1-038	6	
B	P	Enterococcus faecium IQ110	6	
B	P	Streptococcus suis LSS79	6	
B	P	Enterococcus faecium VRE-1401379	6	
B	P	Streptococcus agalactiae DK-NI-010	6	
B	P	Enterococcus faecium Pat2-3	6	
B	P	Enterococcus faecium C68	6	
B	P	Streptococcus agalactiae RBH01	6	
B	P	Streptococcus suis ISU2812	6	
B	P	Enterococcus faecium U0317	6	
B	P	Enterococcus faecium MRSN33034	6	
B	P	Enterococcus faecium TX1330	6	
B	P	Streptococcus suis LSS69	6	
B	P	Enterococcus faecium Efm_NY2-2	6	
B	P	Streptococcus suis sv. 4 SS1040	6	
B	P	Enterococcus faecium ERV38	6	
B	P	Streptococcus agalactiae Mother12	6	
B	P	Streptococcus agalactiae Child12-2	6	
B	P	Streptococcus agalactiae SGBS020	6	
B	P	Streptococcus agalactiae CCUG 44110	6	
B	P	Enterococcus faecium VSE1036	6	
B	P	Streptococcus agalactiae KKN 3/1 (L)	6	
B	P	Streptococcus agalactiae GB00922	6	
B	P	Enterobacter asburiae CIDEIMsCOL4	6	
B	P	Enterococcus faecium UAA1433	6	
B	P	Enterococcus faecium 1,231,410	6	
B	P	Enterococcus faecium 506	6	
B	P	Streptococcus suis sv. 3 LSS74	6	
B	P	Enterococcus faecium 1,231,408	6	
B	P	Lactococcus lactis cremoris CNCM I-1631	6	
B	P	Enterococcus faecium TX0133C	6	
B	P	Streptococcus agalactiae GBS11	6	
B	P	Streptococcus suis 2726	6	
B	P	Streptococcus suis 8830	6	
B	P	Streptococcus agalactiae CZ-NI-010	6	
B	P	Citrobacter freundii MRSN12115	6	
B	P	Streptococcus agalactiae BSU188	6	
B	P	Enterobacter cloacae cloacae ST108:941726609	6	
B	P	Enterococcus faecium UC7266	6	
B	P	Enterococcus faecium VRE-1402006	6	
B	P	Bacillus cereus JRS1	6	
B	P	Streptococcus agalactiae RBH11	6	
B	P	Streptococcus suis sv. 3 LSS73	6	
B	F	Stenotrophomonas sp. YM1	6	
B	P	Bacillus sp. FJAT-21351	6	
B	P	Enterococcus faecium E1731	6	
B	P	Streptococcus agalactiae DE-NI-010	6	
B	P	Streptococcus agalactiae MC628	6	
B	P	Streptococcus agalactiae MRI Z1-023	6	
B	P	Streptococcus agalactiae CCUG 37741	6	
B	P	Streptococcus agalactiae MRI Z1-212	6	
B	P	Enterococcus faecium HM1073	6	
B	P	Lactococcus lactis lactis NCDO 604	6	
B	P	Streptococcus agalactiae GB00904	6	
B	P	Enterococcus faecium E4389	6	
B	P	Aquamicrobium sp. SK-2	6	
B	P	Streptococcus agalactiae DK-NI-011	6	
B	P	Enterococcus faecium VRE 110	6	
B	P	Enterococcus faecium M3K31	6	
B	P	Streptococcus agalactiae BG-NI-012	6	
B	P	Streptococcus suis 6407	6	
B	F	Sphingopyxis macrogoltabida 203 null replaces 100937	6	
B	P	Klebsiella pneumoniae BIDMC 40	6	
B	P	Streptococcus agalactiae GB00206	6	
B	P	Escherichia coli D1C4	6	
B	P	Enterobacter cloacae BWH 31	6	
B	P	Enterococcus faecium E2369	6	
B	P	Bacillus massilioalgeriensis EB01	6	
B	P	Streptococcus agalactiae GB00561	6	
B	P	Enterococcus faecium VRE0576	6	
B	P	Enterococcus faecium E2560	6	
B	P	Enterococcus faecium GS5811 (mira assembly v1)	6	
B	P	Enterococcus faecium E1574	6	
B	P	Streptococcus pneumoniae WL400	6	
B	P	Enterococcus faecium ERV99	6	
B	P	Oceanobacillus massiliensis Ndiop	6	
B	P	Streptococcus agalactiae BSU167	6	
B	P	Enterococcus faecium UAA716	6	
B	P	Streptococcus agalactiae DK-PW-024	6	
B	P	Enterococcus faecium Patient #1-5	6	
B	P	Enterococcus faecium UAA725	6	
B	P	Enterococcus faecium C621	6	
B	F	Sphingopyxis macrogoltabida 203N	6	
B	P	Bacillus campisalis SA2-6	6	
B	P	Enterococcus faecium VRE-1401988	6	
B	P	Streptococcus agalactiae MRI Z1-035	6	
B	P	Enterococcus faecium P1986	6	
B	P	Enterococcus faecium GS5791 (mira assembly v1)	6	
B	P	Enterococcus faecium VRE 108	6	
B	P	Streptococcus pneumoniae 0164	6	
B	F	Sphingopyxis macrogoltabida 203	6	
B	F	Enterococcus faecium ISMMS_VRE_12	6	
B	P	Streptococcus agalactiae FSL F2-343	6	
B	P	Enterococcus faecium P1137	6	
B	P	Streptococcus agalactiae CZ-NI-003	6	
B	P	Enterococcus faecium E3083	6	
B	P	Enterococcus faecium E2966	6	
B	P	Streptococcus suis 93A	6	
B	P	Enterococcus faecium GS5938 (mira assembly v1)	6	
B	P	Enterococcus faecium Patient #1-2	6	
B	P	Enterococcus faecium 503	6	
B	P	Streptococcus agalactiae GB00929	6	
B	P	Streptococcus agalactiae GB00663	6	
B	F	Lactococcus lactis cremoris A76	6	
B	P	Enterococcus faecium R497	6	
B	F	Burkholderia multivorans DDS 15A-1	6	
B	P	Streptococcus agalactiae DK-B-USS-147	6	
B	F	Enterococcus faecium E745	6	
B	P	Streptococcus agalactiae RBH12	6	
B	P	Enterococcus faecium E1293	6	
B	P	Enterococcus faecium E2297	6	
B	P	Streptococcus agalactiae MRI Z1-209	6	
B	P	Enterococcus faecium BM4538	6	
B	F	Streptococcus agalactiae WC1535	6	
B	P	Enterococcus faecium UAA720	6	
B	P	Shigella flexneri 1235-66	6	
B	P	Streptococcus agalactiae Child15-1	6	
B	P	Streptococcus agalactiae BG-NI-007	6	
B	P	Enterococcus faecium 1,141,733	6	
B	P	Streptococcus agalactiae MRI Z1-039	6	
B	P	Streptococcus agalactiae GB-NI-007	6	
B	P	Streptococcus agalactiae BV3L5	6	
B	P	Herbaspirillum chlorophenolicum CPW301	6	
B	P	Enterococcus faecium Patient #1-1	6	
B	P	Streptococcus agalactiae LMG 14609	6	
B	P	Streptococcus agalactiae FSL S3-077	6	
B	P	Enterococcus faecium E155	6	
B	P	Lactococcus lactis lactis LMG8520	6	
B	P	Streptococcus suis sv. 3 SS1005	6	
B	P	Streptococcus agalactiae GB-NI-015	6	
B	P	Enterococcus faecium Efm_NY2-3	6	
B	P	Clostridioides difficile Y384	6	
B	P	Pilibacter termitis ATCC BAA-1030	6	
B	P	Enterobacter cloacae G6809	6	
B	P	Streptococcus agalactiae CCUG 45061	6	
B	P	Enterococcus faecium 509	6	
B	P	Streptococcus agalactiae BSU447	6	
B	P	Enterococcus faecium VRE1044	6	
B	P	Streptococcus agalactiae B68VD	6	
B	P	Enterococcus faecium ERV168	6	
B	P	Streptococcus agalactiae FSL S3-568	6	
B	P	Enterococcus faecium E1165	6	
B	P	Enterococcus faecium V689	6	
B	P	Streptococcus agalactiae BSU260	6	
B	P	Lactobacillus paraplantarum L-ZS9	6	
B	P	Streptococcus pneumoniae D28324	6	
B	P	Streptococcus agalactiae MRI Z1-219	6	
B	P	Enterococcus faecium VAN 476	6	
B	F	Bacillus simplex SH-B26	6	
B	P	Streptococcus agalactiae GB00901	6	
B	P	Streptococcus suis sv. 4 LSS20_2	6	
B	P	Enterococcus faecium 1,230,933	6	
B	P	Enterococcus faecium R501	6	
B	P	Enterococcus faecium Com12	6	
B	P	Enterococcus faecium ERV165	6	
B	P	Enterococcus faecium ATCC 51559	6	
B	P	Enterococcus faecium UC8668	6	
B	P	Enterococcus faecium S447	6	
B	P	Streptococcus agalactiae Mother15	6	
B	P	Streptococcus agalactiae MRI Z1-213	6	
B	P	Enterococcus faecium E2071	6	
B	P	Streptococcus agalactiae FSL S3-442	6	
B	P	Streptococcus agalactiae RBH03	6	
B	P	Enterococcus faecium C309	6	
B	P	Enterococcus faecium P1123	6	
B	P	Bacillus simplex P558	6	
B	P	Streptococcus agalactiae CCUG 37742	6	
B	P	Escherichia coli RU1 BHI6	6	
B	P	Klebsiella pneumoniae BIDMC 55	6	
B	P	Enterococcus faecium E2883	6	
B	F	Burkholderia multivorans ATCC 17616	6	
B	P	Streptococcus pneumoniae 0148	6	
B	F	Streptococcus agalactiae 09mas018883	6	
B	P	Streptococcus suis sv. 9 SS997	6	
B	P	Streptococcus agalactiae DE-NI-012	6	
B	F	Lactobacillus plantarum CMPG5300	6	
B	P	Klebsiella pneumoniae MGH 39	6	
B	P	Streptococcus agalactiae GB00588	6	
B	P	Streptococcus pneumoniae 0161	6	
B	P	Enterococcus faecium R446	6	
B	P	Streptococcus agalactiae LMG 15081	6	
B	P	Enterococcus faecium E2620	6	
B	P	Streptococcus plurextorum DSM 22810	6	
B	P	Streptococcus suis 11538	6	
B	P	Streptococcus suis 4417	6	
B	P	Streptococcus suis sv. 3 SS1052	6	
B	P	Streptococcus agalactiae MC621	6	
B	P	Streptococcus agalactiae CCUG 24810	6	
B	P	Streptococcus agalactiae GBS12	6	
B	P	Streptococcus suis 89-1591	6	
B	P	Enterococcus faecium VRE1558	6	
B	P	Enterococcus faecium P1140	6	
B	P	Klebsiella pneumoniae JH1	6	
B	P	Streptococcus agalactiae GB00279	6	
B	P	Streptococcus agalactiae CCUG 34230	6	
B	P	Streptococcus agalactiae MRI Z1-217	6	
B	P	Streptococcus suis LSS70	6	
B	P	Enterococcus faecium E1392	6	
B	P	Streptococcus agalactiae CCUG 37738	6	
B	P	Streptococcus agalactiae BG-NI-006	6	
B	P	Enterococcus faecium E1321	6	
B	P	Pseudomonas aeruginosa ST-111 E15_London_28_01_14	6	
B	P	Streptococcus agalactiae LMG 14608	6	
B	P	Streptococcus suis S19	6	
B	P	Streptococcus agalactiae GB00092	6	
B	P	Streptococcus agalactiae GB00923	6	
B	P	Streptococcus suis YS16	6	
B	P	Agrobacterium sp. SUL3	6	
B	P	Enterococcus faecium E6045	6	
B	P	Enterococcus faecium VRE 13	6	
B	P	Streptococcus agalactiae CCUG 37430	6	
B	P	Enterococcus faecium ERV26	6	
B	P	Enterococcus faecium E6012	6	
B	P	Enterococcus faecium UAA951	6	
B	P	Enterococcus faecium P1139	6	
B	P	Klebsiella pneumoniae WGLW2	6	
B	P	Streptococcus agalactiae STIR-CD-21	6	
B	P	Streptococcus agalactiae GB00543	6	
B	P	Streptococcus suis ISU1606	6	
B	P	Enterococcus faecium Patient #1-4	6	
B	P	Citrobacter freundii ST63:944526466	6	
B	F	Klebsiella quasipneumoniae ATCC 700603	6	
B	P	Enterococcus faecium VAN 222	6	
B	P	Enterococcus faecium E525	6	
B	F	Enterococcus faecium Aus0004	6	
B	P	Enterococcus faecium VRE-1407687	6	
B	P	Streptococcus agalactiae 1005B	6	
B	P	Streptococcus suis YS43	6	
B	P	Enterococcus faecium TX0133B	6	
B	P	Enterococcus faecium LA4B-2	6	
B	F	Streptococcus suis sv. 4 6407	6	
B	P	Streptococcus agalactiae Mother7	6	
B	F	Enterococcus faecium UW8175	6	
B	P	Enterococcus faecium Patient 3-1:	6	
B	P	Streptococcus agalactiae ES-PW-080	6	
B	P	Streptococcus suis sv. 3 SS999	6	
B	P	Enterococcus faecium UAA909	6	
B	F	Enterococcus faecium EFE10021	6	
B	P	Streptococcus suis LSS42	6	
B	P	Streptococcus pneumoniae A29101	6	
B	P	Streptococcus agalactiae GB00900	6	
B	P	Enterococcus faecium UAA952	6	
B	P	Enterococcus faecium VRE-1402258	6	
B	P	Streptococcus agalactiae DE-NI-041	6	
B	P	Citrobacter freundii 953086287	6	
B	P	Streptococcus agalactiae CZ-NI-016	6	
B	P	Enterococcus faecium PC4.1	6	
B	P	Streptococcus agalactiae MRI Z1-216	6	
B	P	Streptococcus agalactiae FSL S3-337	6	
B	P	Streptococcus agalactiae Child12-1	6	
B	P	Streptococcus agalactiae GB00874	6	
B	P	Streptococcus agalactiae B81VD	6	
B	P	Enterococcus faecium UAA950	6	
B	F	Streptococcus agalactiae H002	6	
B	P	Streptococcus agalactiae Child15-2	6	
B	P	Enterococcus faecium VRE16 (454 data)	6	
B	P	Enterococcus faecium 1,231,501	6	
B	P	Streptococcus agalactiae CZ-NI-002	6	
B	P	Streptococcus suis LSS54	6	
B	P	Streptococcus agalactiae DE-NI-042	6	
B	P	Enterococcus faecium E1133	6	
B	P	Enterococcus faecium UC8733	6	
B	P	Streptococcus agalactiae GBS10	6	
B	P	Enterococcus faecium 70-36-8	6	
B	P	Streptococcus agalactiae MRI Z1-214	6	
B	P	Enterococcus faecium ERV161	6	
B	P	Lactococcus lactis lactis CECT 4433	6	
B	P	Enterococcus faecium FDAARGOS_138	6	
B	P	Enterococcus faecium ERV102	6	
B	P	Streptococcus agalactiae GB00548	6	
B	P	Streptococcus pneumoniae 0154	6	
B	P	Streptococcus agalactiae DK-NI-019	6	
B	P	Enterococcus faecium TX0133A	6	
B	P	Enterococcus faecium 510	6	
B	P	Streptococcus agalactiae GB00965	6	
B	P	Enterococcus faecium UAA1025	6	
B	P	Streptococcus suis sv. 1 LSS99	6	
B	F	Enterococcus faecium 6E6	6	
B	F	Enterococcus faecium Aus0085	6	
B	P	Streptococcus agalactiae DK-NI-022	6	
B	P	Enterococcus faecium VRE-1402259	6	
B	P	Enterococcus faecium R494	6	
B	F	Streptococcus suis BM407	6	
B	P	Enterococcus faecium VRE 84	6	
B	P	Streptococcus agalactiae GB00899	6	
B	P	Streptococcus agalactiae CCUG 37737	6	
B	P	Streptococcus agalactiae CCUG 44104	6	
B	P	Enterococcus faecium 513	6	
B	F	Streptococcus agalactiae NGBS061	6	
B	P	Enterococcus faecium E1604	6	
B	P	Klebsiella pneumoniae MGH-70	6	
B	P	Streptococcus agalactiae GB00884	6	
B	P	Enterococcus faecium E1644	6	
B	P	Enterococcus faecium UAA911	6	
B	P	Lactobacillus parakefiri DSM 10551	6	
B	P	Enterococcus faecium UAA944	6	
B	P	Enterococcus faecium Patient #1-6	6	
B	P	Streptococcus suis sv. 4 SS_1041	6	
B	P	Enterococcus faecium TX0133a01	6	
B	P	Escherichia coli B31	6	
B	F	Lactobacillus plantarum JDM1	5	
B	P	Streptococcus suis sv. 3 SS1021	5	
B	P	Streptococcus suis sv. 1 LSS96	5	
B	P	Streptococcus suis sv. 2 FX74	5	
B	P	Streptococcus suis sv. 14 SS1027	5	
B	F	Yersinia pestis Java9	5	
B	P	Streptococcus suis sv. 2 SS83	5	
B	P	Klebsiella pneumoniae MGH 46	5	
B	P	Streptococcus agalactiae SGBS005	5	
B	P	Streptococcus suis 89-3576-3	5	
B	P	Streptococcus suis SS1062	5	
B	P	Enterococcus faecium UAA407	5	
B	D	Agrobacterium tumefaciens 233MFSha2.1	5	
B	P	Escherichia coli BIDMC 3	5	
B	P	Streptococcus agalactiae DK-NI-013	5	
B	F	Klebsiella oxytoca CAV1335	5	
B	P	Streptococcus agalactiae CZ-NI-004	5	
B	P	Streptococcus suis YS59	5	
B	P	Enterococcus faecium L-X	5	
B	P	Streptococcus suis sv. 2 SS973	5	
B	P	Streptococcus agalactiae BSU92	5	
B	P	Streptococcus suis 92-1191	5	
B	P	Streptococcus suis ISU2660	5	
B	P	Citrobacter freundii RU2 BHI16	5	
B	P	Streptococcus suis sv. 1 LSS2	5	
B	P	Streptococcus agalactiae GB00651	5	
B	P	Streptococcus suis RC1	5	
B	P	Streptococcus suis LSS89	5	
B	P	Streptococcus suis YS21	5	
B	P	Streptococcus pneumoniae 12F/2	5	
B	P	Enterococcus faecium LCT-EF297	5	
B	P	Streptococcus agalactiae BE-NI-008	5	
B	P	Klebsiella sp. NFIX33	5	
B	P	Enterococcus faecium UAA721	5	
B	P	Streptococcus suis LSS58	5	
B	P	Streptococcus suis 92-4172	5	
B	P	Streptococcus suis sv. 7 SS1051	5	
B	P	Streptococcus agalactiae BE-NI-005	5	
B	P	Streptococcus suis S24	5	
B	P	Enterococcus faecium E8sv3	5	
B	P	Enterobacter sp. K66-74	5	
B	P	Streptococcus agalactiae IT-NI-028	5	
B	P	Enterococcus faecium UAA715	5	
B	P	Enterococcus faecium E0269	5	
B	P	Lactobacillus plantarum plantarum NC8	5	
B	F	Oligotropha carboxidovorans OM5	5	
B	P	Streptococcus agalactiae GB00640	5	
B	F	Streptococcus suis D9	5	
B	P	Streptococcus agalactiae STIR-CD-27	5	
B	P	Streptococcus pneumoniae A33973	5	
B	P	Streptococcus pneumoniae GA19101	5	
B	P	Streptococcus agalactiae FSL S3-001	5	
B	P	Streptococcus agalactiae BSU442	5	
B	F	Klebsiella pneumoniae DHQP1002001	5	
B	P	Cupriavidus basilensis KF708	5	
B	P	Streptococcus suis LSS48	5	
B	P	Streptococcus agalactiae GB00555	5	
B	P	Streptococcus suis ISU2414	5	
B	P	Streptococcus suis YS64	5	
B	F	Lactobacillus plantarum NCU116	5	
B	P	Streptococcus agalactiae BSU133	5	
B	P	Klebsiella pneumoniae JHCK1	5	
B	P	Streptococcus agalactiae BSU252	5	
B	P	Streptococcus pneumoniae 0303	5	
B	P	Sphingobium sp. Ant17	5	
B	P	Streptococcus suis YS19-3	5	
B	P	Enterococcus faecium HF50105	5	
B	P	Citrobacter freundii RU2 LB25	5	
B	P	Enterococcus faecium 7330614-1	5	
B	P	Klebsiella pneumoniae KPOI-4	5	
B	P	Streptococcus pneumoniae NTPn 15	5	
B	P	Streptococcus pneumoniae 0275	5	
B	P	Streptococcus agalactiae B09PS	5	
B	P	Enterococcus faecium ATCC 8459	5	
B	P	Paracoccus denitrificans DSM 413	5	
B	P	Streptococcus agalactiae LMG 15083	5	
B	P	Streptococcus suis sv. 2 BM461	5	
B	P	Streptococcus pyogenes ABC020015285	5	
B	P	Streptococcus suis sv. 2 SS101	5	
B	P	Enterococcus faecium D344SRF	5	
B	P	Streptococcus pneumoniae C14737	5	
B	P	Streptococcus pneumoniae 0260	5	
B	P	Enterococcus faecium E0679	5	
B	P	Streptococcus suis sv. 2 LSS51	5	
B	P	Lactobacillus plantarum 19L3	5	
B	P	Streptococcus suis sv. 3 LOLA-SS005	5	
B	P	Sphingomonas sp. DC-6	5	
B	P	Escherichia coli Ec57A_E8C1	5	
B	P	Enterococcus faecium E1613	5	
B	P	Streptococcus dysgalactiae equisimilis UT-5354	5	
B	P	Streptococcus entericus DSM 14446	5	
B	P	Streptococcus agalactiae GB00914	5	
B	P	Streptococcus agalactiae GB00999	5	
B	P	Lactobacillus plantarum SF2A35B	5	
B	F	Lactobacillus plantarum ZS2058	5	
B	P	Streptococcus suis YS4	5	
B	P	Enterococcus raffinosus ATCC 49464	5	
B	P	Streptococcus agalactiae GB00984	5	
B	P	Citrobacter freundii RU2 LB29	5	
B	P	Enterococcus faecium E1590	5	
B	P	Lactococcus lactis cremoris TIFN5	5	
B	P	Streptococcus pneumoniae 0278	5	
B	P	Enterococcus faecium 9730357-1	5	
