taxon_oid	Domain	Status	Study Name	Genome	Sequencing Center	IMG Genome ID 	Phylum	Class	Order	Family	Genus	Species	Genome Size   * assembled	Gene Count   * assembled	
2554235476	Archaea	Permanent Draft	Haloarchaeal genomes	Natrialba chahannaoensis JCM 10990	University of California, Davis	2554235476	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Natrialba	Natrialba chahannaoensis	4309274	4078	
2512875008	Archaea	Permanent Draft	Hypersaline water microbial communities from Lake Tyrrell, Victoria, Australia	Halonotius sp. J07HN6 (version 2)	J. Craig Venter Institute (JCVI)	2512875008	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halonotius	Halonotius sp. J07HN6	2529000	2965	
2571042922	Archaea	Permanent Draft	The Hungate 1000. A catalogue of reference genomes from the rumen microbiome.	Methanomicrobium mobile DSM 1539	DOE Joint Genome Institute (JGI)	2571042922	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanomicrobium	Methanomicrobium mobile	1711791	1686	
649633053	Archaea	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Halogeometricum borinquense PR3, DSM 11551	DOE Joint Genome Institute (JGI)	649633053	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Halogeometricum	Halogeometricum borinquense	3944467	3993	
2517572172	Archaea	Permanent Draft	Single cell draft genomes	Thermoplasmatales archaeon SCGC AB-540-F20 (unscreened)	Aarhus University	2517572172	Euryarchaeota	Thermoplasmata	Thermoplasmatales	unclassified	unclassified	Thermoplasmatales archaeon SCGC AB-540-F20	1037251	1271	
2506520034	Archaea	Finished	Completing the genomic survey of haloarchaeal genomes (revised), part 1	Halopiger xanaduensis SH-6	DOE Joint Genome Institute (JGI)	2506520034	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Halopiger	Halopiger xanaduensis	4355268	4370	
2627853524	Archaea	Draft	Methanobrevibacter arboriphilus DH1	Methanobrevibacter arboriphilicus DH1 (MAR)	Goettingen Genomics Laboratory	2627853524	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter arboriphilus	2445031	2007	
2531839219	Archaea	Permanent Draft	Halalkalicoccus jeotgali DSM 18796	Halalkalicoccus jeotgali B3, DSM 18796	University of California, Davis	2531839219	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halalkalicoccus	Halalkalicoccus jeotgali	3614122	3849	
2554235506	Archaea	Permanent Draft	Haloarchaeal genomes	Halococcus salifodinae BIp	University of California, Davis	2554235506	Euryarchaeota	Halobacteria	Halobacteriales	Halococcaceae	Halococcus	Halococcus salifodinae	4199784	4127	
2510065051	Archaea	Finished	Completing the genomic survey of haloarchaeal genomes (revised), part 1	Halostagnicola larsenii XH-48, DSM 17691	DOE Joint Genome Institute (JGI)	2510065051	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Halostagnicola	Halostagnicola larsenii	4131276	4177	
2554235488	Archaea	Permanent Draft	Haloarchaeal genomes	Natrinema altunense JCM 12890	University of California, Davis	2554235488	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Natrinema	Natrinema altunense	3774970	3785	
2554235499	Archaea	Permanent Draft	Haloarchaeal genomes	Haloferax prahovense TL6	University of California, Davis	2554235499	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloferax	Haloferax prahovense	3998799	3967	
2537561867	Archaea	Permanent Draft	Haloferax sp. ATCC BAA-644	Haloferax sp. GUBF-1, ATCC BAA-644	University of California, Davis	2537561867	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloferax	Haloferax sp. ATCC BAA-644	3587033	3601	
646564555	Archaea	Finished	CSP_788459, Alkaliphilic Haloarchaeon	Natrialba magadii ATCC 43099	DOE Joint Genome Institute (JGI)	646564555	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Natrialba	Natrialba magadii	4443643	4364	
2547132057	Archaea	Permanent Draft	Pan-genome of Methanobrevibacter smithii, in twins	Methanobrevibacter smithii TS146D	Washington University in St. Louis	2547132057	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter smithii	1713264	1739	
2554235487	Archaea	Permanent Draft	Haloarchaeal genomes	Halorubrum distributum VKM B-1733, 1-M	University of California, Davis	2554235487	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halorubrum	Halorubrum distributum	3307369	3182	
2540341183	Archaea	Finished	Methanobrevibacter sp. AbM4	Methanobrevibacter sp. AbM4	AgResearch Limited	2540341183	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter sp. AbM4	1998189	1716	
2506783047	Archaea	Finished	Genome sequencing of novel haloarchaea from Deep Lake: an extremely cold and hypersaline Antarctic lake	Halobacterium sp. DL1	DOE Joint Genome Institute (JGI)	2506783047	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halobacterium	Halobacterium sp. DL1	3162560	3367	
2506783034	Archaea	Permanent Draft	Hypersaline water microbial communities from Lake Tyrrell, Victoria, Australia	Halophilic archaeon J07HB67 (version 2)	J. Craig Venter Institute (JCVI)	2506783034	Euryarchaeota	Halobacteria	Halobacteriales	unclassified	unclassified	halophilic archaeon J07HB67	2649547	2891	
643348525	Archaea	Finished	Candidatus Methanosphaerula palustris E1-9c	Methanosphaerula palustris E1-9c, DSM 19958	DOE Joint Genome Institute (JGI)	643348525	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanoregulaceae	Methanosphaerula	Methanosphaerula palustris	2922917	2859	
2681812966	Archaea	Finished	Methanobrevibacter olleyae YLM1	Methanobrevibacter olleyae YLM1	Pastoral Greenhouse Gas Research Consortium (PGgRc)	2681812966	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter olleyae	2201192	1882	
644736373	Archaea	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Halorhabdus utahensis AX-2, DSM 12940	DOE Joint Genome Institute (JGI)	644736373	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Halorhabdus	Halorhabdus utahensis	3116795	3076	
651053028	Archaea	Finished	Haloquadratum walsbyi C23, DSM 16854	Haloquadratum walsbyi C23, DSM 16854	Max Planck Institute	651053028	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloquadratum	Haloquadratum walsbyi	3260476	3044	
643886144	Archaea	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Methanobrevibacter smithii DSM 2375	Washington University in St. Louis	643886144	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter smithii	1704865	1748	
2547132067	Archaea	Permanent Draft	Pan-genome of Methanobrevibacter smithii, in twins	Methanobrevibacter smithii TS95C	Washington University in St. Louis	2547132067	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter smithii	1978848	1919	
2667527214	Archaea	Permanent Draft	Haloterrigena saccharevitans AB14	Haloterrigena saccharevitans AB14 (Draft1)	National Chung Hsing University	2667527214	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Haloterrigena	Haloterrigena saccharevitans	3980616	3898	
650716052	Archaea	Finished	Genome sequencing and comparison of novel methanogens from peatlands and bioreactors	Methanobacterium lacus AL-21	DOE Joint Genome Institute (JGI)	650716052	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium lacus	2583753	2584	
2502171174	Archaea	Permanent Draft	Halococcus hamelinensis 100A6, JCM 12892	Halococcus hamelinensis 100A6	University of New South Wales	2502171174	Euryarchaeota	Halobacteria	Halobacteriales	Halococcaceae	Halococcus	Halococcus hamelinensis	3133046	3198	
2508501019	Archaea	Permanent Draft	Haloferax mediterranei R-4, ATCC 33500	Haloferax mediterranei R-4	San Diego State University	2508501019	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloferax	Haloferax mediterranei	3905749	4004	
2529293123	Archaea	Permanent Draft	Haloferax volcanii DS2	Haloferax volcanii DS2	Chinese Center for Disease Control and Prevention	2529293123	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloferax	Haloferax volcanii	3866754	3938	
2554235477	Archaea	Permanent Draft	Haloarchaeal genomes	Natronococcus amylolyticus DSM 10524	University of California, Davis	2554235477	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Natronococcus	Natronococcus amylolyticus	4416525	4368	
2576861458	Archaea	Finished	Haloferax mediterranei ATCC 33500	Haloferax mediterranei R-4	University of Alicante	2576861458	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloferax	Haloferax mediterranei	3906699	3782	
2554235482	Archaea	Permanent Draft	Haloarchaeal genomes	Haloarcula amylolytica JCM 13557	University of California, Davis	2554235482	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Haloarcula	Haloarcula amylolytica	4225424	4230	
638154503	Archaea	Finished	Haloarcula marismortui ATCC 43049	Haloarcula marismortui ATCC 43049	Institute for Systems Biology	638154503	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Haloarcula	Haloarcula marismortui	4274642	4387	
2529293211	Archaea	Permanent Draft	Natronorubrum tibetense GA33	Natronorubrum tibetense GA33	TGen	2529293211	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Natronorubrum	Natronorubrum tibetense	4926841	4720	
2537561915	Archaea	Permanent Draft	Candidatus Nitrosoarchaeum limnia BG20	Candidatus Nitrosoarchaeum limnia BG20	J. Craig Venter Institute (JCVI)	2537561915	Thaumarchaeota	unclassified	Nitrosopumilales	Nitrosopumilaceae	Candidatus Nitrosoarchaeum	Candidatus Nitrosoarchaeum limnia	1855559	2680	
2537561864	Archaea	Permanent Draft	Haloferax sp. ATCC BAA-646	Haloferax sp. GUBF-3	University of California, Davis	2537561864	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloferax	Haloferax sp. ATCC BAA-646	3609529	3626	
2524614668	Archaea	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project	Methanocorpusculum bavaricum DSM 4179	DOE Joint Genome Institute (JGI)	2524614668	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanocorpusculaceae	Methanocorpusculum	Methanocorpusculum bavaricum	1706782	1801	
2506520044	Archaea	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Natronococcus occultus SP4, DSM 3396	DOE Joint Genome Institute (JGI)	2506520044	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Natronococcus	Natronococcus occultus	4314118	4376	
2554235509	Archaea	Permanent Draft	Haloarchaeal genomes	Halorubrum terrestre JCM 10247	University of California, Davis	2554235509	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halorubrum	Halorubrum terrestre	3376225	3299	
2529293244	Archaea	Permanent Draft	Haloferax mucosum ATCC BAA-1512	Haloferax mucosum PA12	University of California, Davis	2529293244	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloferax	Haloferax mucosum	3368982	3449	
2529293001	Archaea	Permanent Draft	Natrinema pallidum DSM 3751	Natrinema pallidum DSM 3751	University of California, Davis	2529293001	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Natrinema	Natrinema pallidum	3915814	3898	
646564550	Archaea	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Methanohalophilus mahii SLP, DSM 5219	DOE Joint Genome Institute (JGI)	646564550	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanohalophilus	Methanohalophilus mahii	2012424	2095	
638341092	Archaea	Finished	Ferroplasma acidarmanus fer1	Ferroplasma acidarmanus Fer1	DOE Joint Genome Institute (JGI)	638341092	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Ferroplasmaceae	Ferroplasma	Ferroplasma acidarmanus	1865438	1742	
2554235494	Archaea	Permanent Draft	Haloarchaeal genomes	Haloferax lucentense DSM 14919	University of California, Davis	2554235494	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloferax	Haloferax lucentense	3619064	3689	
637000164	Archaea	Finished	Methanogenic Syntropic Consortium	Methanospirillum hungatei JF-1	DOE Joint Genome Institute (JGI)	637000164	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanospirillaceae	Methanospirillum	Methanospirillum hungatei	3544738	3307	
2537562080	Archaea	Permanent Draft	Natrinema pellirubrum DSM 15624	Natrinema pellirubrum 157	University of California, Davis	2537562080	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Natrinema	Natrinema pellirubrum	4264455	4231	
2554235478	Archaea	Permanent Draft	Haloarchaeal genomes	Haloferax elongans ATCC BAA-1513	University of California, Davis	2554235478	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloferax	Haloferax elongans	3952136	3903	
2524614823	Archaea	Permanent Draft	Haloarchaeal genomes	Halorubrum saccharovorum M6	University of California, Davis	2524614823	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halorubrum	Halorubrum saccharovorum	3423703	3278	
2502790017	Archaea	Finished	A Genomic Encyclopedia of Bacteria and Archaea (GEBA)	Methanosalsum zhilinae WeN5, DSM 4017	DOE Joint Genome Institute (JGI)	2502790017	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosalsum	Methanosalsum zhilinae	2138444	2083	
2547132068	Archaea	Permanent Draft	Pan-genome of Methanobrevibacter smithii, in twins	Methanobrevibacter smithii TS95D	Washington University in St. Louis	2547132068	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter smithii	2011683	1926	
2510461022	Archaea	Finished	Completing the genomic survey of haloarchaeal genomes (revised), part 2	Natronobacterium gregoryi SP2	DOE Joint Genome Institute (JGI)	2510461022	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Natronobacterium	Natronobacterium gregoryi	3788356	3841	
2554235490	Archaea	Permanent Draft	Haloarchaeal genomes	Halorubrum tebenquichense ALT-6, ALT6-92	University of California, Davis	2554235490	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halorubrum	Halorubrum tebenquichense	3328860	3282	
2529293245	Archaea	Permanent Draft	Haloferax mediterranei ATCC 33500	Haloferax mediterranei R-4	University of California, Davis	2529293245	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloferax	Haloferax mediterranei	3894540	3902	
2531839260	Archaea	Permanent Draft	Natrialba hulunbeirensis JCM 10989	Natrialba hulunbeirensis JCM 10989	University of California, Davis	2531839260	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Natrialba	Natrialba hulunbeirensis	4159606	3897	
640753014	Archaea	Finished	Acidic Peat Bog methanogen	Methanoregula boonei 6A8	DOE Joint Genome Institute (JGI)	640753014	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanoregulaceae	Methanoregula	Methanoregula boonei	2542943	2518	
2554235503	Archaea	Permanent Draft	Haloarchaeal genomes	Halorubrum hochstenium 1-13-28	University of California, Davis	2554235503	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halorubrum	Halorubrum hochstenium	3037532	2980	
640753034	Archaea	Finished	5 mesophilic methanococci Proposal # 0179-051115	Methanococcus aeolicus Nankai-3	DOE Joint Genome Institute (JGI)	640753034	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus	Methanococcus aeolicus	1569500	1554	
638154504	Archaea	Finished	Halobacterium sp. NRC-1	Halobacterium salinarum NRC-1	University of Washington, University of Massachusetts	638154504	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halobacterium	Halobacterium salinarum	2571010	2728	
2540341082	Archaea	Finished	Natronomonas moolapensis 8.8.11, DSM 18674	Natronomonas moolapensis 8.8.11, DSM 18674	Max Planck Institute	2540341082	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Natronomonas	Natronomonas moolapensis	2912573	2897	
2554235481	Archaea	Permanent Draft	Haloarchaeal genomes	Haloferax alexandrinus JCM 10717	University of California, Davis	2554235481	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloferax	Haloferax alexandrinus	3649262	3684	
2534682141	Archaea	Permanent Draft	Haloferax denitrificans ATCC 35960	Haloferax denitrificans S1	University of California, Davis	2534682141	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloferax	Haloferax denitrificans	3825973	3820	
2531839093	Archaea	Permanent Draft	Halococcus morrhuae DSM 1307	Halococcus morrhuae DSM 1307	University of California, Davis	2531839093	Euryarchaeota	Halobacteria	Halobacteriales	Halococcaceae	Halococcus	Halococcus morrhuae	2991556	3079	
2537561588	Archaea	Permanent Draft	Halogeometricum borinquense DSM 11551	Halogeometricum borinquense PR3, DSM 11551	University of California, Davis	2537561588	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Halogeometricum	Halogeometricum borinquense	3928510	3936	
2529293002	Archaea	Permanent Draft	Natronolimnobius innermongolicus JCM 12255	Natronolimnobius innermongolicus JCM 12255	University of California, Davis	2529293002	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Natronolimnobius	Natronolimnobius innermongolicus	4588634	4449	
646564536	Archaea	Finished	Haloferax volcanii DS2, ATCC 29605	Haloferax volcanii DS2, ATCC 29605	J. Craig Venter Institute (JCVI)	646564536	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloferax	Haloferax volcanii	4012900	4064	
2554235479	Archaea	Permanent Draft	Haloarchaeal genomes	Haloarcula argentinensis DSM 12282	University of California, Davis	2554235479	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Haloarcula	Haloarcula argentinensis	4147107	4180	
2547132054	Archaea	Permanent Draft	Pan-genome of Methanobrevibacter smithii, in twins	Methanobrevibacter smithii TS146A	Washington University in St. Louis	2547132054	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter smithii	1791997	1899	
2505679075	Archaea	Finished	Methanocella paludicola SANAE	Methanocella paludicola SANAE (reannotation)	National Institute of Technology and Evaluation	2505679075	Euryarchaeota	Methanomicrobia	Methanocellales	Methanocellaceae	Methanocella	Methanocella paludicola	2957635	3123	
2507262000	Archaea	Permanent Draft	Haladaptatus paucihalophilus strain DX253 sequencing	Haladaptatus paucihalophilus DX253	University of South Carolina	2507262000	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Haladaptatus	Haladaptatus paucihalophilus	4284805	4415	
2617270732	Archaea	Permanent Draft	Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera	Halorubrum sodomense RD 26	DOE Joint Genome Institute (JGI)	2617270732	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halorubrum	Halorubrum sodomense	3030553	3084	
2667527490	Archaea	Finished	uncultured marine crenarchaeote 'Gulf of Maine'	uncultured marine group II euryarchaeote null replaces 9421	University of Washington	2667527490	Euryarchaeota	unclassified	unclassified	unclassified	unclassified	uncultured marine group II euryarchaeote	2064136	1760	
2511231148	Archaea	Finished	uncultured marine crenarchaeote 'Gulf of Maine'	uncultured marine group II euryarchaeote	University of Washington	2511231148	Euryarchaeota	unclassified	unclassified	unclassified	unclassified	uncultured marine group II euryarchaeote	2064136	1828	
637000163	Archaea	Finished	Methanosphaera stadtmanae DSM 3091	Methanosphaera stadtmanae DSM 3091	Max Planck Institute	637000163	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanosphaera	Methanosphaera stadtmanae	1767403	1592	
646311943	Archaea	Finished	Methanobrevibacter ruminantium M1	Methanobrevibacter ruminantium M1	AgResearch Limited	646311943	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter ruminantium	2937203	2283	
2554235480	Archaea	Permanent Draft	Haloarchaeal genomes	Halorubrum arcis AJ201	University of California, Davis	2554235480	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halorubrum	Halorubrum arcis	3382601	3302	
2554235466	Archaea	Permanent Draft	Halobiforma nitratireducens JCM 10879	Halobiforma nitratireducens JCM 10879	University of California, Davis	2554235466	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Halobiforma	Halobiforma nitratireducens	3688747	3578	
2554235489	Archaea	Permanent Draft	Haloarchaeal genomes	Halorubrum kocurii JCM 14978	University of California, Davis	2554235489	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halorubrum	Halorubrum kocurii	3619738	3480	
2693429900	Archaea	Permanent Draft	Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera	Natronobacterium gregoryi DSM 3393	DOE Joint Genome Institute (JGI)	2693429900	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Natronobacterium	Natronobacterium gregoryi	3723468	3905	
2547132070	Archaea	Permanent Draft	Pan-genome of Methanobrevibacter smithii, in twins	Methanobrevibacter smithii TS96B	Washington University in St. Louis	2547132070	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter smithii	1869210	1800	
2547132069	Archaea	Permanent Draft	Pan-genome of Methanobrevibacter smithii, in twins	Methanobrevibacter smithii TS96A	Washington University in St. Louis	2547132069	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter smithii	1975004	1901	
