t.name,Source
CYAN8802_RS02865,-1
CAP2UW1_RS21090,-1
PECWA_RS15615,-1
CTCNB1_RS20265,-1
CTCNB1_RS16135,-1
CTCNB1_RS12885,-1
DD586_RS11915,-1
DD586_RS05560,-1
KVAR_RS06235,-1
KVAR_RS03810,-1
AZL_RS14710,-1
AZL_RS05540,-1
LLO_RS15740,-1
XBJ1_RS11120,-1
G2583_RS21765,-1
G2583_RS15520,-1
SNAS_RS19410,-1
SJA_RS15685,-1
SJA_RS07705,-1
SJA_RS02005,-1
CSEG_RS15955,-1
CSEG_RS12340,-1
CSEG_RS12035,-1
LPA_RS01500,-1
TPAU_RS15990,-1
ARNIT_RS09640,-1
XNC1_RS11135,-1
AOLE_RS11460,-1
RCFBP_RS00985,-1
RPSI07_RS08705,-1
HDEN_RS16045,-1
HDEN_RS11560,-1
DDA3937_RS08990,-1
DDA3937_RS06045,-1
ENTCL_RS11080,-1
ENTCL_RS06375,-1
AXYL_RS25950,-1
AXYL_RS23470,-1
AXYL_RS05415,-1
REQ_RS05815,-1
MPQ_RS08925,-1
ASTEX_RS05435,-1
ASTEX_RS05235,-1
RPDX1_RS08825,-1
ALIDE_RS17975,-1
PSESU_RS08815,-1
PSESU_RS04365,-1
RAHAQ_RS16250,-1
CELLY_RS13645,-1
NAL212_RS02885,-1
PSED_RS01855,-1
PSEBR_RS22850,-1
BGLA_RS18110,-1
UMN179_RS10380,-1
UMN179_RS03605,-1
DELCS14_RS24425,-1
SERAS9_RS18610,-1
SERAS9_RS15510,-1
PP1Y_RS13450,-1
PP1Y_RS10675,-1
SINME_RS04280,-1
SPHCH_RS08460,-1
MESOP_RS03850,-1
CULC22_RS04135,-1
OCA5_RS06880,-1
OCA5_RS02405,-1
OCA5_RS01430,-1
HYPMC_RS14270,-1
CNE_RS17275,-1
PPS_RS06665,-1
CCAN_RS04400,-1
CFU_RS16490,-1
CFU_RS02000,-1
BPI_RS04815,-1
BURJV3_RS13520,-1
SLG_RS08025,-1
SLG_RS03060,-1
NH8B_RS18105,-1
DSC_RS09775,-1
DSC_RS08515,-1
FCOL_RS06930,-1
ECWSU1_RS16290,-1
ECWSU1_RS06940,-1
BYI23_RS13195,-1
MYCRHN_RS16615,-1
KOX_RS26955,-1
AZOBR_RS10945,-1
BMS_RS05905,-1
AZOLI_RS03980,-1
CDVA01_RS04225,-1
CDBH8_RS04650,-1
CDC7B_RS04420,-1
LP12_RS01245,-1
PANA5342_RS33880,-1
PANA5342_RS28635,-1
PSF113_RS52925,-1
SPUL_RS01830,-1
STBHUCCB_RS01840,-1
STMMW_RS13000,-1
STM14_RS13710,-1
STM474_RS12805,-1
STMDT12_RS12800,-1
STMUK_RS12815,-1
GPOL_RS06840,-1
OCU_RS30125,-1
OCO_RS05110,-1
OCQ_RS05190,-1
CPP54B96_RS03825,-1
UMN798_RS12805,-1
Q7S_RS16350,-1
S23_RS23980,-1
A1122_RS10760,-1
BM590_RS04740,-1
BJ6T_RS16640,-1
CP1002_RS03780,-1
CULC809_RS04160,-1
SINMEB_RS03470,-1
SM11_RS03630,-1
EPYR_RS05590,-1
EJP617_RS00005,-1
PPUBIRD1_RS20115,-1
PAJ_RS11605,-1
PAJ_RS06755,-1
PSTAA_RS14775,-1
PAM18_RS20870,-1
NCGM2_RS08620,-1
CMR15_RS01170,-1
RSPO_RS00890,-1
ECNA114_RS18685,-1
ECNA114_RS13320,-1
I02_RS19565,-1
I02_RS13915,-1
WFL_RS19250,-1
WFL_RS13970,-1
SMD_RS14575,-1
SMD_RS07835,-1
SOLCA_RS21485,-1
W5S_RS16820,-1
W5S_RS15440,-1
PFLA506_RS15665,-1
TKWG_RS15610,-1
YSA_RS05930,-1
USDA257_RS12245,-1
USDA257_RS06520,-1
MYCCH_RS20485,-1
A458_RS36585,-1
A3UG_RS16880,-1
A3UG_RS07290,-1
PADK2_RS20875,-1
PADK2_RS11940,-1
LPO_RS01330,-1
LPV_RS01510,-1
MYCMA_RS18505,-1
PSJM300_RS07280,-1
MSMEI_RS26540,-1
BN69_RS07040,-1
PCC21_RS11055,-1
PCC21_RS05790,-1
KTR9_RS08330,-1
BN406_RS04045,-1
C380_RS15815,-1
C380_RS02515,-1
BN112_0684,-1
BN112_0585,-1
PPUTUW4_RS20890,-1
PSE7367_RS00325,-1
C770_RS05345,-1
PSEST_RS07215,-1
MESAU_RS15105,-1
RTCIAT899_RS02570,-1
H045_RS11010,-1
SMWW4_RS18335,-1
SMWW4_RS15440,-1
A605_RS05600,-1
MU9_RS16145,-1
MU9_RS12740,-1
S58_RS16180,-1
WA5_RS05450,-1
SM2011_RS19790,-1
R2APBS1_RS08480,-1
R2APBS1_RS07475,-1
G432_RS18095,-1
G432_RS14970,-1
G432_RS05860,-1
F504_RS16220,-1
H681_RS17975,-1
G655_RS20640,-1
RORB6_RS04745,-1
RORB6_RS00470,-1
AVCA_RS16755,-1
AVCA_RS13995,-1
AVCA6_RS16760,-1
AVCA6_RS14000,-1
HYPDE_RS16125,-1
TY21A_RS01840,-1
MAP4_RS14325,-1
PFLCHA0_RS22625,-1
L483_RS05765,-1
H650_RS07435,-1
H650_RS01625,-1
M062_RS04690,-1
SOD_RS17635,-1
SOD_RS14540,-1
M621_RS43500,-1
M621_RS40365,-1
BJAB07104_RS11380,-1
BJAB0868_RS08035,-1
BJAB0715_RS08385,-1
M495_RS17800,-1
M495_RS15165,-1
SN31241_RS17835,-1
REMIM1_RS12785,-1
APA386B_RS05585,-1
BB2000_RS08035,-1
JCM7686_RS01805,-1
O5Y_RS20375,-1
VAPA_RS10295,-1
VAPA_RS09835,-1
VAPA_RS09600,-1
N234_RS19460,-1
D364_RS17190,-1
D364_RS14710,-1
MKAN_RS08115,-1
PVLB_RS06030,-1
U875_RS23855,-1
W911_RS11485,-1
U769_RS20900,-1
U771_RS19495,-1
X969_RS04305,-1
X970_RS04280,-1
SCV20265_RS22630,-1
SCV20265_RS11495,-1
SCV20265_RS10460,-1
PSSB64_RS11030,-1
XCSCFBP4642_RS0106095,-1
N505_RS03890,-1
PMO01_RS19675,-1
RALSO244_RS16005,-1
RALSO161_RS16085,-1
BDW_RS10235,-1
GBCGDNIH3_RS00955,-1
MIM_RS15945,-1
PD630_RS10755,-1
KP13_RS07715,-1
KP13_RS05050,-1
MCHK_RS17285,-1
NX02_RS20675,-1
NX02_RS06305,-1
BSS2_RS04580,-1
T224_RS52875,-1
IE4771_RS12910,-1
BH81_RS18975,-1
Z042_RS11150,-1
Z042_RS01405,-1
RLEG3_RS12345,-1
RLEG12_RS10565,-1
RLEG12_RS03560,-1
BF17_RS22345,-1
BF17_RS11560,-1
OV14_RS12310,-1
CD58_RS21710,-1
CH92_RS06920,-1
DA70_RS16600,-1
DA70_RS00820,-1
DI57_RS11590,-1
DI57_RS02995,-1
CFNIH1_RS23465,-1
CFNIH1_RS19955,-1
CFNIH1_RS07645,-1
BJS_RS24860,-1
DX03_RS07230,-1
DX03_RS01800,-1
DW66_RS08005,-1
DW66_RS06145,-1
FE46_RS05815,-1
PD374_RS11570,-1
DK49_RS09195,-1
DK48_RS11125,-1
DK53_RS04865,-1
DK55_RS10455,-1
DK61_RS07625,-1
ABAZ39_RS04090,-1
EY04_RS22115,-1
DM80_RS18925,-1
HR38_RS24705,-1
HR38_RS00520,-1
HY57_RS11630,-1
HZ99_RS17270,-1
HZ99_RS14690,-1
HZ99_RS09015,-1
DR96_RS17075,-1
DR96_RS00575,-1
CPTB_RS01015,-1
DP15_RS08560,-1
DJ40_RS19080,-1
EDL933_RS23335,-1
EDL933_RS17910,-1
SMDB11_RS14435,-1
SMDB11_RS11430,-1
LPU83_RS01315,-1
RG540_RS21365,-1
RG1141_RS21180,-1
RG1141_RS07430,-1
BPSS2348,0
BURPS1710B_RS25755,0
RSP_3127,0
BCEP18194_RS22815,0
BTH_RS12175,0
BAMB_RS24825,0
BCEN2424_RS28130,0
RSPH17029_RS19490,0
BURPS668_RS30355,0
BURPS1106A_RS30130,0
BCEP1808_RS19000,0
OANT_RS16560,0
BMUL_RS16030,0
BCENMC03_RS22880,0
BAMMC406_RS15705,0
BPHY_RS20895,0
BPHYT_RS35530,0
BPHYT_RS34700,0
AVI_RS21920,0
BGLU_RS28980,0
BC1002_RS25270,0
BC1001_RS23635,0
BGLA_RS34575,0
SPHCH_RS19705,0
MYA_RS16705,0
GEM_RS27540,0
BPC006_RS30720,0
BUPH_RS24190,0
BTI_RS23755,0
I502_RS0123140,0
BTRa_RS25695,0
X971_RS18595,0
DM39_RS29205,0
DM42_RS13145,0
DM80_RS10955,0
DR64_RS34265,0
DR64_RS32855,0
BCEP18194_RS00215,0
BMUL_RS28770,0
BMUL_RS28565,0
DM80_RS02850,0
DM80_RS02475,0
DM80_RS01760,0
WP_011578665.1_100,0
WP_011906532.1_75,0
WP_004152097.1_74,0
WP_009693508.1_165,0
WP_012354846.1_524,0
WP_000065758.1_45,0
WP_013429002.1_622,0
WP_013578299.1_600,0
WP_007688073.1_56,0
WP_007688073.1_147,0
WP_013578299.1_531,0
WP_015452257.1_605,0
WP_047100425.1_353,0
WP_000065758.1_181,0
WP_011505133.1_75,0
WP_012779295.1_26,0
WP_013481244.1_112,0
WP_012564869.1_65,0
WP_006115730.1_64,0
WP_006115730.1_54,0
WP_020953016.1_182,0
WP_040137736.1_120,0
WP_012735324.1_85,0
WP_014189331.1_64,0
WP_037434939.1_184,0
